lat,lon,value,tab
37.3,-3.1,26,Myspace
37.3,-94.7,31,Myspace
37.3,-113.7,5,Myspace
37.3,-84.2,366,Myspace
37.3,-105.7,1,Myspace
37.3,-83.2,53,Myspace
37.3,-95.7,2,Myspace
37.3,-96.7,6,Myspace
37.3,-4.5,3,Myspace
37.3,-6.6,4,Myspace
37.3,-78.5,47,Myspace
37.3,-93.6,79,Myspace
37.3,14.2,13,Myspace
37.3,13.5,17,Myspace
37.3,-76.7,34,Myspace
37.3,-85.7,38,Myspace
37.3,-105.2,1,Myspace
37.3,-104.9,1,Myspace
37.3,-82.4,373,Myspace
37.3,-6.9,232,Myspace
37.3,14.8,7,Myspace
37.3,-88.4,6,Myspace
37.3,-87.9,2,Myspace
37.3,-88.9,38,Myspace
37.3,-5.9,101,Myspace
37.3,-83.9,1,Myspace
37.3,-79.4,1,Myspace
37.3,-121.0,1,Myspace
37.3,-121.3,1,Myspace
37.3,-76.1,1,Myspace
37.3,-79.3,1,Myspace
37.3,-80.6,142,Myspace
37.3,-83.5,53,Myspace
37.3,-92.8,2,Myspace
37.3,-96.0,2,Myspace
37.3,-98.6,60,Myspace
37.3,-101.8,2,Myspace
37.3,-108.5,1,Myspace
37.3,-100.0,1,Myspace
37.3,-75.0,1,Myspace
37.3,-84.6,269,Myspace
37.3,-87.5,1687,Myspace
37.3,-88.8,2,Myspace
37.3,-89.1,30,Myspace
37.3,-97.8,1,Myspace
37.3,-102.6,3,Myspace
37.3,-107.1,304,Myspace
37.3,-108.3,1,Myspace
37.3,-85.2,28,Myspace
37.3,-115.7,1,Myspace
37.3,-96.8,20,Myspace
37.3,-4.8,1,Myspace
37.3,-6.1,44,Myspace
37.3,-83.3,234,Myspace
37.3,-85.6,39,Myspace
37.3,-86.5,3,Myspace
37.3,-93.2,3,Myspace
37.3,-82.7,123,Myspace
37.3,-3.7,11,Myspace
37.3,-87.4,1,Myspace
37.3,-93.9,1,Myspace
37.3,-4.9,5,Myspace
37.3,-83.7,6,Myspace
37.3,-61.1,1,Myspace
37.3,-118.9,1,Myspace
37.3,-98.4,2,Myspace
37.3,-80.4,699,Myspace
37.3,-79.9,1777,Myspace
37.3,-77.4,844,Myspace
37.3,-81.9,26,Myspace
37.3,-116.4,1,Myspace
37.3,-120.9,49,Myspace
37.3,-111.1,1,Myspace
37.3,-113.3,26,Myspace
37.3,-116.5,1,Myspace
37.3,-84.8,25,Myspace
37.3,-93.1,130,Myspace
37.3,-122.4,4,Myspace
37.3,-83.4,32,Myspace
37.3,-78.9,24,Myspace
37.3,-101.4,2,Myspace
37.3,-77.2,1286,Myspace
37.3,-4.7,1,Myspace
37.3,14.9,40,Myspace
37.3,-120.7,2,Myspace
37.3,-107.2,1,Myspace
37.3,-78.7,2,Myspace
37.3,-122.2,22,Myspace
37.3,-81.2,1414,Myspace
37.3,-93.7,51,Myspace
37.3,-118.7,1,Myspace
37.3,-97.2,1,Myspace
37.3,-98.8,3,Myspace
37.3,-106.1,7,Myspace
37.3,-109.3,83,Myspace
37.3,-76.0,178,Myspace
37.3,-87.6,1,Myspace
37.3,-88.1,2,Myspace
37.3,-88.5,55,Myspace
37.3,-89.8,5,Myspace
37.3,-115.5,1,Myspace
37.3,13.7,35,Myspace
37.3,15.0,65,Myspace
37.3,-73.6,1,Myspace
37.3,-78.0,258,Myspace
37.3,-90.1,12,Myspace
37.3,-90.5,1,Myspace
37.3,-91.8,11,Myspace
37.3,-103.0,6,Myspace
37.3,-112.6,7,Myspace
37.3,-3.2,5,Myspace
37.3,-58.7,1,Myspace
37.3,-75.9,6,Myspace
37.3,-89.7,8,Myspace
37.3,-6.7,1,Myspace
37.3,-80.1,950,Myspace
37.3,-81.8,77,Myspace
37.3,-84.0,130,Myspace
37.3,-92.3,6,Myspace
37.3,-96.5,1,Myspace
37.3,-121.5,1,Myspace
37.3,-79.6,1,Myspace
37.3,-92.9,345,Myspace
37.3,-90.4,2,Myspace
37.3,-101.2,27,Myspace
37.3,-81.7,183,Myspace
37.3,-6.2,6,Myspace
37.3,-80.7,2,Myspace
37.3,-121.7,203,Myspace
37.3,13.9,9,Myspace
37.3,-75.4,1,Myspace
37.3,-95.9,19,Myspace
37.3,-97.9,3,Myspace
37.3,-113.2,125,Myspace
37.3,-86.4,2,Myspace
37.3,-90.9,1,Myspace
37.3,-4.2,3,Myspace
37.3,-90.7,6,Myspace
37.3,-99.7,1,Myspace
37.4,-89.2,332,Myspace
37.4,-119.7,54,Myspace
37.4,14.6,69,Myspace
37.4,-84.1,44,Myspace
37.4,-106.6,1,Myspace
37.4,-80.3,2,Myspace
37.4,-92.8,46,Myspace
37.4,-97.6,47,Myspace
37.4,-79.3,241,Myspace
37.4,-77.1,200,Myspace
37.4,-81.6,387,Myspace
37.4,-120.6,439,Myspace
37.4,-94.8,1,Myspace
37.4,-82.5,219,Myspace
37.4,-116.1,1,Myspace
37.4,-107.5,1,Myspace
37.4,-95.0,20,Myspace
37.4,-82.3,135,Myspace
37.4,-83.8,4,Myspace
37.4,-95.5,1,Myspace
37.4,-99.1,1,Myspace
37.4,-119.6,291,Myspace
37.4,-120.1,22,Myspace
37.4,-120.5,1373,Myspace
37.4,-94.3,1,Myspace
37.4,-81.1,31,Myspace
37.4,-76.6,656,Myspace
37.4,-7.1,3,Myspace
37.4,-83.0,11,Myspace
37.4,-99.0,5,Myspace
37.4,-103.6,1,Myspace
37.4,-85.6,101,Myspace
37.4,-6.1,126,Myspace
37.4,-5.0,2,Myspace
37.4,-86.5,135,Myspace
37.4,-3.0,1,Myspace
37.4,-87.6,48,Myspace
37.4,-88.1,230,Myspace
37.4,-88.5,79,Myspace
37.4,-113.3,11,Myspace
37.4,-84.8,26,Myspace
37.4,-122.4,268,Myspace
37.4,-83.4,6,Myspace
37.4,-117.1,2,Myspace
37.4,-122.3,290,Myspace
37.4,-81.3,168,Myspace
37.4,-81.5,121,Myspace
37.4,-94.0,48,Myspace
37.4,-94.6,1,Myspace
37.4,-80.6,3,Myspace
37.4,-83.3,134,Myspace
37.4,-4.8,43,Myspace
37.4,-83.5,300,Myspace
37.4,-95.8,1,Myspace
37.4,-96.0,1,Myspace
37.4,-81.4,189,Myspace
37.4,-7.0,19,Myspace
37.4,-81.0,1837,Myspace
37.4,-81.8,164,Myspace
37.4,-93.5,53,Myspace
37.4,-97.1,35,Myspace
37.4,-89.9,1,Myspace
37.4,-107.9,1,Myspace
37.4,-85.4,1091,Myspace
37.4,-110.1,1,Myspace
37.4,-92.1,17,Myspace
37.4,-121.8,3296,Myspace
37.4,-79.8,106,Myspace
37.4,-80.0,859,Myspace
37.4,-80.8,236,Myspace
37.4,-121.9,4503,Myspace
37.4,-94.9,24,Myspace
37.4,-117.4,1,Myspace
37.4,13.4,2,Myspace
37.4,-75.7,1,Myspace
37.4,-96.2,15,Myspace
37.4,-4.2,27,Myspace
37.4,-90.7,1,Myspace
37.4,-99.9,19,Myspace
37.4,-120.9,280,Myspace
37.4,-77.4,3,Myspace
37.4,-81.9,34,Myspace
37.4,-96.7,1,Myspace
37.4,-83.2,29,Myspace
37.4,-95.7,120,Myspace
37.4,-82.4,89,Myspace
37.4,-6.3,2,Myspace
37.4,-63.8,1,Myspace
37.4,-82.1,1,Myspace
37.4,-89.3,1,Myspace
37.4,-98.3,1,Myspace
37.4,-104.6,1,Myspace
37.4,-119.8,1,Myspace
37.4,-90.2,28,Myspace
37.4,-99.2,1,Myspace
37.4,-85.9,97,Myspace
37.4,-76.8,107,Myspace
37.4,-91.1,13,Myspace
37.4,-105.3,19,Myspace
37.4,-113.6,5,Myspace
37.4,-77.0,8,Myspace
37.4,-85.0,1,Myspace
37.4,-122.1,1344,Myspace
37.4,-105.6,23,Myspace
37.4,-97.3,86,Myspace
37.4,-88.3,1,Myspace
37.4,-83.1,234,Myspace
37.4,-78.6,1,Myspace
37.4,-80.1,2,Myspace
37.4,-98.1,1,Myspace
37.4,-84.0,340,Myspace
37.4,-75.8,37,Myspace
37.4,-111.2,1,Myspace
37.4,-89.7,1,Myspace
37.4,-6.7,6,Myspace
37.4,-6.5,2,Myspace
37.4,-82.6,111,Myspace
37.4,-85.5,2,Myspace
37.4,-89.8,15,Myspace
37.4,-98.0,1,Myspace
37.4,-100.6,1,Myspace
37.4,-105.1,1,Myspace
37.4,-109.3,1,Myspace
37.4,-78.1,1,Myspace
37.4,-115.0,1,Myspace
37.4,-113.1,1,Myspace
37.4,-90.0,1,Myspace
37.4,-86.1,171,Myspace
37.4,-77.5,938,Myspace
37.4,-76.3,92,Myspace
37.4,-6.0,1683,Myspace
37.4,-108.6,1,Myspace
37.4,-76.2,1,Myspace
37.4,13.9,22,Myspace
37.4,-79.7,130,Myspace
37.4,-121.7,10,Myspace
37.4,-100.2,14,Myspace
37.4,-80.7,23,Myspace
37.4,-87.7,54,Myspace
37.4,-120.7,23,Myspace
37.4,-5.7,32,Myspace
37.4,-82.7,462,Myspace
37.4,-93.2,103,Myspace
37.4,-90.5,55,Myspace
37.4,-115.3,1,Myspace
37.4,-115.5,1,Myspace
37.4,-112.6,10,Myspace
37.4,-86.8,39,Myspace
37.4,-78.0,1,Myspace
37.4,-77.8,56,Myspace
37.4,-6.8,10,Myspace
37.4,-90.1,1,Myspace
37.4,-102.6,59,Myspace
37.4,-100.0,1,Myspace
37.4,-8.2,1,Myspace
37.4,-84.6,138,Myspace
37.4,-87.5,56,Myspace
37.4,-112.5,1,Myspace
37.4,-112.3,1,Myspace
37.4,-91.8,39,Myspace
37.4,-87.4,2,Myspace
37.4,-3.7,2,Myspace
37.4,-82.0,167,Myspace
37.4,-82.8,109,Myspace
37.4,-93.3,123,Myspace
37.4,-121.1,34,Myspace
37.4,-119.5,21,Myspace
37.4,-96.1,23,Myspace
37.4,-94.5,2,Myspace
37.4,-94.1,34,Myspace
37.4,-77.6,810,Myspace
37.4,-79.9,60,Myspace
37.4,-98.4,2,Myspace
37.4,-84.7,34,Myspace
37.4,-120.8,459,Myspace
37.4,-87.8,219,Myspace
37.4,-79.0,84,Myspace
37.4,-78.8,190,Myspace
37.4,-4.3,1,Myspace
37.4,14.4,26,Myspace
37.4,-83.7,1,Myspace
37.4,-94.2,1,Myspace
37.4,-107.4,2,Myspace
37.4,-102.9,1,Myspace
37.4,-89.4,93,Myspace
37.4,-82.9,116,Myspace
37.4,-88.9,129,Myspace
37.4,-102.4,2,Myspace
37.4,-5.9,72,Myspace
37.4,-84.4,201,Myspace
37.4,-86.9,379,Myspace
37.4,-91.4,1,Myspace
37.4,-92.2,5,Myspace
37.4,-81.7,87,Myspace
37.4,-6.2,50,Myspace
37.4,-94.4,1,Myspace
37.4,-2.7,4,Myspace
37.4,-77.9,2,Myspace
37.4,-96.4,1,Myspace
37.4,-76.7,656,Myspace
37.4,-85.7,135,Myspace
37.4,-88.4,84,Myspace
37.4,-87.9,1,Myspace
37.4,-89.6,482,Myspace
37.4,-87.0,75,Myspace
37.4,-85.1,1,Myspace
37.4,-107.6,155,Myspace
37.4,-122.2,246,Myspace
37.4,-81.2,158,Myspace
37.4,-98.9,7,Myspace
37.4,-1.6,35,Myspace
37.4,-76.4,41,Myspace
37.4,-80.9,13,Myspace
37.4,-119.4,1,Myspace
37.4,-112.4,1,Myspace
37.4,-93.9,1,Myspace
37.4,-82.2,112,Myspace
37.4,-94.7,868,Myspace
37.4,-77.2,1,Myspace
37.4,-86.2,3,Myspace
37.4,-87.3,64,Myspace
37.4,-100.8,1,Myspace
37.4,-120.3,1,Myspace
37.4,-3.5,2,Myspace
37.4,14.1,2,Myspace
37.4,-92.6,23,Myspace
37.4,-4.1,1,Myspace
37.4,-79.5,1,Myspace
37.4,-86.7,56,Myspace
37.4,-115.2,1,Myspace
37.4,-77.7,923,Myspace
37.4,-79.4,45,Myspace
37.4,-83.9,109,Myspace
37.4,-118.4,18,Myspace
37.4,-104.7,29,Myspace
37.4,-91.2,42,Myspace
37.4,-113.7,17,Myspace
37.4,-118.7,1,Myspace
37.4,-88.2,3,Myspace
37.4,-88.7,11,Myspace
37.4,-91.6,7,Myspace
37.4,-101.5,1,Myspace
37.4,-105.8,1,Myspace
37.4,13.6,54,Myspace
37.4,-76.5,10,Myspace
37.4,-84.3,132,Myspace
37.4,-89.0,4,Myspace
37.4,-6.6,18,Myspace
37.4,13.5,9,Myspace
37.4,14.2,19,Myspace
37.4,-4.5,41,Myspace
37.4,-103.5,1,Myspace
37.4,-93.6,1,Myspace
37.4,-91.0,20,Myspace
37.4,-77.3,1219,Myspace
37.4,-110.4,1,Myspace
37.4,-75.9,60,Myspace
37.4,-71.4,1,Myspace
37.4,-58.7,1,Myspace
37.4,-3.2,5,Myspace
37.4,-113.4,1,Myspace
37.4,-83.6,5,Myspace
37.4,-122.0,3152,Myspace
37.4,-118.1,1,Myspace
37.4,-108.3,68,Myspace
37.4,-97.0,6,Myspace
37.4,-84.5,158,Myspace
37.4,-79.1,364,Myspace
37.4,-115.9,1,Myspace
37.4,-93.4,169,Myspace
37.4,-120.2,7,Myspace
37.4,-79.2,301,Myspace
37.4,-80.2,27,Myspace
37.5,-91.2,1,Myspace
37.5,-104.7,1,Myspace
37.5,-76.4,72,Myspace
37.5,-80.9,28,Myspace
37.5,-79.4,30,Myspace
37.5,-97.4,521,Myspace
37.5,-95.4,8,Myspace
37.5,-82.3,199,Myspace
37.5,-82.5,1921,Myspace
37.5,-82.6,308,Myspace
37.5,-94.8,1,Myspace
37.5,-120.0,375,Myspace
37.5,-40.9,1,Myspace
37.5,-5.3,7,Myspace
37.5,14.0,42,Myspace
37.5,-70.0,1,Myspace
37.5,-78.1,1,Myspace
37.5,-92.2,71,Myspace
37.5,-81.7,98,Myspace
37.5,-6.2,3,Myspace
37.5,-93.9,5,Myspace
37.5,-97.6,17,Myspace
37.5,-5.6,21,Myspace
37.5,-6.0,10,Myspace
37.5,-76.3,34,Myspace
37.5,-77.5,5234,Myspace
37.5,-85.3,459,Myspace
37.5,-90.0,28,Myspace
37.5,-5.1,48,Myspace
37.5,-85.5,2,Myspace
37.5,-87.6,1,Myspace
37.5,-88.1,1,Myspace
37.5,-118.3,412,Myspace
37.5,-89.8,12,Myspace
37.5,-113.5,1,Myspace
37.5,-2.8,33,Myspace
37.5,-84.8,9,Myspace
37.5,-101.0,42,Myspace
37.5,-109.5,1,Myspace
37.5,-122.0,2744,Myspace
37.5,-58.4,1,Myspace
37.5,-84.6,1,Myspace
37.5,-88.8,27,Myspace
37.5,-89.1,1,Myspace
37.5,-97.0,62,Myspace
37.5,-97.8,9,Myspace
37.5,-107.1,1,Myspace
37.5,-97.5,82,Myspace
37.5,-84.1,2,Myspace
37.5,-88.3,57,Myspace
37.5,-88.6,12,Myspace
37.5,-97.3,1,Myspace
37.5,-122.5,100,Myspace
37.5,-109.8,1,Myspace
37.5,-106.6,1,Myspace
37.5,-96.8,15,Myspace
37.5,-96.0,1,Myspace
37.5,-121.0,2,Myspace
37.5,-95.8,1,Myspace
37.5,-83.5,2,Myspace
37.5,-6.1,7,Myspace
37.5,15.0,61,Myspace
37.5,-77.8,1,Myspace
37.5,-78.0,8,Myspace
37.5,-86.8,1,Myspace
37.5,-115.5,1,Myspace
37.5,-76.9,87,Myspace
37.5,-81.4,30,Myspace
37.5,-82.7,91,Myspace
37.5,-93.2,1,Myspace
37.5,-82.1,282,Myspace
37.5,-83.0,721,Myspace
37.5,-120.5,21,Myspace
37.5,-95.5,29,Myspace
37.5,-94.3,194,Myspace
37.5,-83.8,8,Myspace
37.5,-3.9,25,Myspace
37.5,-94.5,39,Myspace
37.5,-83.1,1,Myspace
37.5,-78.6,1,Myspace
37.5,-119.5,1,Myspace
37.5,-122.1,1563,Myspace
37.5,-82.8,145,Myspace
37.5,-105.9,41,Myspace
37.5,-122.4,223,Myspace
37.5,-78.9,1,Myspace
37.5,-111.6,1,Myspace
37.5,-93.6,14,Myspace
37.5,-88.0,1,Myspace
37.5,-81.2,13,Myspace
37.5,-93.7,7,Myspace
37.5,-122.2,2271,Myspace
37.5,-78.7,2,Myspace
37.5,-87.7,57,Myspace
37.5,-120.7,230,Myspace
37.5,-79.9,66,Myspace
37.5,-80.4,8,Myspace
37.5,-97.9,11,Myspace
37.5,-57.1,1,Myspace
37.5,-77.2,137,Myspace
37.5,-4.7,8,Myspace
37.5,-82.9,141,Myspace
37.5,-78.4,1,Myspace
37.5,-76.6,6,Myspace
37.5,-81.1,49,Myspace
37.5,-99.1,1,Myspace
37.5,-105.0,37,Myspace
37.5,-120.1,3,Myspace
37.5,-121.8,1,Myspace
37.5,-80.8,72,Myspace
37.5,-112.6,1,Myspace
37.5,-87.5,46,Myspace
37.5,-90.1,1,Myspace
37.5,-91.8,1,Myspace
37.5,-100.0,1,Myspace
37.5,-108.1,1,Myspace
37.5,-112.5,8,Myspace
37.5,-99.3,1,Myspace
37.5,-86.1,1,Myspace
37.5,-90.6,42,Myspace
37.5,-90.3,421,Myspace
37.5,-93.4,30,Myspace
37.5,-4.3,1,Myspace
37.5,-77.6,1310,Myspace
37.5,-79.0,2,Myspace
37.5,-87.8,114,Myspace
37.5,-91.5,7,Myspace
37.5,-94.1,1,Myspace
37.5,-104.0,1,Myspace
37.5,-120.8,1104,Myspace
37.5,-121.1,2,Myspace
37.5,-101.7,58,Myspace
37.5,-80.2,95,Myspace
37.5,-79.2,1,Myspace
37.5,-6.3,7,Myspace
37.5,-98.5,4,Myspace
37.5,-87.1,108,Myspace
37.5,-86.0,15,Myspace
37.5,-94.7,67,Myspace
37.5,-82.2,41,Myspace
37.5,-76.7,47,Myspace
37.5,-85.7,3,Myspace
37.5,-88.2,48,Myspace
37.5,-97.2,200,Myspace
37.5,-100.8,44,Myspace
37.5,-81.6,4,Myspace
37.5,-79.5,3,Myspace
37.5,-78.3,101,Myspace
37.5,-77.1,1,Myspace
37.5,-87.3,16,Myspace
37.5,14.1,159,Myspace
37.5,-120.6,1,Myspace
37.5,-90.7,2,Myspace
37.5,-4.2,1,Myspace
37.5,-99.7,11,Myspace
37.5,-112.2,1,Myspace
37.5,-86.7,15,Myspace
37.5,-77.7,370,Myspace
37.5,-96.3,22,Myspace
37.5,-108.8,9,Myspace
37.5,-121.5,1080,Myspace
37.5,15.1,1279,Myspace
37.5,-75.8,11,Myspace
37.5,-84.0,2,Myspace
37.5,-85.1,41,Myspace
37.5,-89.6,2,Myspace
37.5,-75.7,56,Myspace
37.5,-95.2,15,Myspace
37.5,-108.7,8,Myspace
37.5,13.4,4,Myspace
37.5,-89.9,21,Myspace
37.5,-85.4,31,Myspace
37.5,-4.4,19,Myspace
37.5,-107.9,1,Myspace
37.5,-92.1,26,Myspace
37.5,-76.8,16,Myspace
37.5,-110.1,1,Myspace
37.5,-7.3,1,Myspace
37.5,-85.8,1,Myspace
37.5,-98.1,3,Myspace
37.5,-93.5,5,Myspace
37.5,-92.3,14,Myspace
37.5,-81.8,169,Myspace
37.5,-81.0,176,Myspace
37.5,-106.0,1,Myspace
37.5,-94.4,1,Myspace
37.5,-96.4,1,Myspace
37.5,-121.4,4,Myspace
37.5,-77.9,2,Myspace
37.5,-95.7,1,Myspace
37.5,-96.7,1,Myspace
37.5,-83.2,18,Myspace
37.5,-1.8,1,Myspace
37.5,-112.7,7,Myspace
37.5,-79.1,420,Myspace
37.5,-81.3,42,Myspace
37.5,-81.5,28,Myspace
37.5,-83.6,5,Myspace
37.5,-93.8,65,Myspace
37.5,-122.3,1115,Myspace
37.5,-84.2,3,Myspace
37.5,-105.7,1,Myspace
37.5,-75.9,131,Myspace
37.5,-92.4,16,Myspace
37.5,-87.9,19,Myspace
37.5,-88.4,2,Myspace
37.5,-113.2,5,Myspace
37.5,-84.7,516,Myspace
37.5,-100.4,1,Myspace
37.5,-82.4,75,Myspace
37.5,-84.9,154,Myspace
37.5,-89.4,4,Myspace
37.5,-89.0,83,Myspace
37.5,-115.1,1,Myspace
37.5,-105.8,610,Myspace
37.5,-92.6,3,Myspace
37.5,13.6,5,Myspace
37.5,-76.5,1,Myspace
37.5,-84.3,2,Myspace
37.5,-88.7,23,Myspace
37.5,-97.7,1,Myspace
37.5,-85.9,195,Myspace
37.5,-89.2,69,Myspace
37.5,-119.7,4,Myspace
37.5,-121.9,381,Myspace
37.5,13.8,18,Myspace
37.5,-94.9,89,Myspace
37.5,-96.9,3,Myspace
37.5,-85.2,3,Myspace
37.5,-76.2,2,Myspace
37.5,-5.2,2,Myspace
37.5,-91.9,134,Myspace
37.5,-87.4,1,Myspace
37.5,-86.9,261,Myspace
37.5,-79.7,84,Myspace
37.5,-80.7,18,Myspace
37.5,-121.7,1,Myspace
37.5,-98.7,4,Myspace
37.5,-109.2,1,Myspace
37.5,14.4,5,Myspace
37.5,13.3,30,Myspace
37.5,-86.4,28,Myspace
37.5,-134.3,1,Myspace
37.5,-90.9,26,Myspace
37.5,-113.4,1,Myspace
37.5,-77.4,228,Myspace
37.5,-99.9,2,Myspace
37.5,-116.4,1,Myspace
37.5,-120.9,2038,Myspace
37.5,-81.9,103,Myspace
37.5,-91.1,1,Myspace
37.5,-119.3,1,Myspace
37.5,-86.5,1,Myspace
37.5,-80.6,52,Myspace
37.5,-121.3,911,Myspace
37.5,-119.1,1,Myspace
37.5,-93.0,52,Myspace
37.5,-92.8,69,Myspace
37.5,-80.5,1,Myspace
37.5,-79.3,9,Myspace
37.5,13.1,59,Myspace
37.5,-87.2,60,Myspace
37.5,-53.1,1,Myspace
37.5,-78.2,1,Myspace
37.5,-94.6,12,Myspace
37.5,-103.5,1,Myspace
37.5,-107.8,791,Myspace
37.5,-121.6,2,Myspace
37.5,-96.6,5,Myspace
37.5,-78.5,166,Myspace
37.5,-77.3,707,Myspace
37.5,-86.3,764,Myspace
37.5,-5.9,11,Myspace
37.5,-90.4,1,Myspace
37.6,-88.1,2,Myspace
37.6,-87.6,2,Myspace
37.6,-84.8,1031,Myspace
37.6,-106.1,207,Myspace
37.6,-108.3,84,Myspace
37.6,-117.3,36,Myspace
37.6,-122.0,4240,Myspace
37.6,-97.0,1,Myspace
37.6,-109.5,143,Myspace
37.6,-88.8,82,Myspace
37.6,-84.5,2,Myspace
37.6,-83.6,6,Myspace
37.6,-79.1,172,Myspace
37.6,-75.3,1,Myspace
37.6,-99.6,24,Myspace
37.6,-120.6,2,Myspace
37.6,-120.0,26,Myspace
37.6,14.0,2,Myspace
37.6,-77.1,50,Myspace
37.6,-81.6,26,Myspace
37.6,-82.3,191,Myspace
37.6,-82.5,1,Myspace
37.6,-94.8,6,Myspace
37.6,-87.2,1,Myspace
37.6,-78.2,1,Myspace
37.6,-100.7,6,Myspace
37.6,-98.8,188,Myspace
37.6,-118.3,1,Myspace
37.6,-78.1,25,Myspace
37.6,-82.6,158,Myspace
37.6,-85.5,13,Myspace
37.6,-89.8,4,Myspace
37.6,-83.8,2,Myspace
37.6,15.2,100,Myspace
37.6,-3.9,1,Myspace
37.6,-76.6,115,Myspace
37.6,-81.1,126,Myspace
37.6,-83.0,2,Myspace
37.6,-95.5,324,Myspace
37.6,-120.1,1,Myspace
37.6,-120.5,2,Myspace
37.6,-86.4,1,Myspace
37.6,-90.9,1,Myspace
37.6,-108.9,1,Myspace
37.6,-82.0,59,Myspace
37.6,-82.8,218,Myspace
37.6,-77.6,487,Myspace
37.6,-93.3,55,Myspace
37.6,-94.1,1,Myspace
37.6,-121.1,4,Myspace
37.6,-93.4,533,Myspace
37.6,-85.9,61,Myspace
37.6,-103.9,1,Myspace
37.6,-80.7,11,Myspace
37.6,-100.2,7,Myspace
37.6,-121.7,4,Myspace
37.6,-84.1,2,Myspace
37.6,-88.0,205,Myspace
37.6,-100.5,24,Myspace
37.6,-113.0,1,Myspace
37.6,-82.7,276,Myspace
37.6,-5.7,6,Myspace
37.6,-113.2,2,Myspace
37.6,-84.7,2,Myspace
37.6,-90.2,1,Myspace
37.6,-112.7,1,Myspace
37.6,-2.6,1,Myspace
37.6,-78.7,2,Myspace
37.6,-87.7,2,Myspace
37.6,-120.7,45,Myspace
37.6,14.9,66,Myspace
37.6,-0.9,35,Myspace
37.6,-121.0,5935,Myspace
37.6,-116.3,3,Myspace
37.6,-96.0,8,Myspace
37.6,-95.8,4,Myspace
37.6,-83.5,4,Myspace
37.6,-83.3,20,Myspace
37.6,-4.8,1,Myspace
37.6,-1.7,4,Myspace
37.6,-99.3,37,Myspace
37.6,-107.6,1,Myspace
37.6,-112.0,5,Myspace
37.6,-87.0,3,Myspace
37.6,-99.5,6,Myspace
37.6,-85.1,1,Myspace
37.6,-5.8,9,Myspace
37.6,13.0,10,Myspace
37.6,-89.6,9,Myspace
37.6,-90.3,2,Myspace
37.6,-98.4,5,Myspace
37.6,-80.4,1,Myspace
37.6,-105.9,1,Myspace
37.6,-122.4,1206,Myspace
37.6,-90.7,1,Myspace
37.6,-110.2,14,Myspace
37.6,-119.2,1,Myspace
37.6,-81.4,220,Myspace
37.6,-76.9,124,Myspace
37.6,-81.7,160,Myspace
37.6,-101.2,1,Myspace
37.6,-6.2,1,Myspace
37.6,-93.7,1,Myspace
37.6,-102.7,1,Myspace
37.6,-122.2,4,Myspace
37.6,-81.2,22,Myspace
37.6,12.8,8,Myspace
37.6,-91.4,1,Myspace
37.6,-86.9,1,Myspace
37.6,-84.2,26,Myspace
37.6,-105.7,11,Myspace
37.6,-82.2,170,Myspace
37.6,-94.7,42,Myspace
37.6,-103.7,1,Myspace
37.6,-81.5,298,Myspace
37.6,-81.3,129,Myspace
37.6,-94.0,13,Myspace
37.6,-93.8,1,Myspace
37.6,-122.3,1026,Myspace
37.6,-94.6,39,Myspace
37.6,-121.6,2,Myspace
37.6,-95.7,25,Myspace
37.6,-83.2,5,Myspace
37.6,-116.2,1,Myspace
37.6,-107.1,1,Myspace
37.6,-91.8,9,Myspace
37.6,-87.5,92,Myspace
37.6,-89.1,37,Myspace
37.6,-84.6,2,Myspace
37.6,-106.0,1,Myspace
37.6,-81.0,44,Myspace
37.6,-81.8,229,Myspace
37.6,-95.1,16,Myspace
37.6,-97.1,119,Myspace
37.6,-0.7,16,Myspace
37.6,-100.1,1,Myspace
37.6,-104.6,128,Myspace
37.6,-111.0,1,Myspace
37.6,-3.8,3,Myspace
37.6,-82.1,379,Myspace
37.6,-86.0,3,Myspace
37.6,-89.3,1,Myspace
37.6,-98.3,1,Myspace
37.6,-115.7,1,Myspace
37.6,-85.2,1,Myspace
37.6,-76.2,1,Myspace
37.6,-5.2,1,Myspace
37.6,-88.7,33,Myspace
37.6,-76.7,5,Myspace
37.6,-85.7,359,Myspace
37.6,13.8,10,Myspace
37.6,-121.9,3,Myspace
37.6,-96.9,1,Myspace
37.6,-118.2,5,Myspace
37.6,-89.7,12,Myspace
37.6,-77.4,3953,Myspace
37.6,-99.9,1,Myspace
37.6,-120.9,550,Myspace
37.6,-81.9,349,Myspace
37.6,-4.7,13,Myspace
37.6,-86.2,72,Myspace
37.6,-88.2,1,Myspace
37.6,-97.2,618,Myspace
37.6,-119.4,1,Myspace
37.6,-76.4,31,Myspace
37.6,-80.9,21,Myspace
37.6,-5.4,1,Myspace
37.6,-4.4,4,Myspace
37.6,-85.4,81,Myspace
37.6,-82.9,64,Myspace
37.6,-4.1,8,Myspace
37.6,-78.3,1,Myspace
37.6,-79.5,48,Myspace
37.6,-87.3,115,Myspace
37.6,-92.0,10,Myspace
37.6,-92.6,1,Myspace
37.6,-53.0,1,Myspace
37.6,-121.2,26,Myspace
37.6,-80.2,1,Myspace
37.6,-79.4,1,Myspace
37.6,-83.9,1,Myspace
37.6,-118.4,1,Myspace
37.6,-101.9,8,Myspace
37.6,-97.4,1712,Myspace
37.6,-117.9,1,Myspace
37.6,-111.9,2,Myspace
37.6,14.3,154,Myspace
37.6,-77.9,406,Myspace
