lat,lon,value,tab
38.7,-82.9,3,Twitter
38.7,-83,22,Twitter
38.7,-83.8,1,Twitter
38.7,-84.6,4,Twitter
38.7,-84.7,1,Twitter
38.7,-84.9,1,Twitter
38.7,-85.2,3,Twitter
38.7,-85.4,18,Twitter
38.7,-85.5,6,Twitter
38.7,-85.8,4,Twitter
38.7,-86.4,5,Twitter
38.7,-86.6,1,Twitter
38.7,-87.2,6,Twitter
38.7,-87.5,17,Twitter
38.7,-87.7,9,Twitter
38.7,-88.1,7,Twitter
38.7,-88.5,3,Twitter
38.7,-89.7,8,Twitter
38.7,-89.9,8,Twitter
38.7,-9,7,Twitter
38.7,-9.1,34,Twitter
38.7,-9.2,1415,Twitter
38.7,-9.3,36,Twitter
38.7,-9.4,45,Twitter
38.7,-90,46,Twitter
38.7,-90.1,31,Twitter
38.7,-90.2,48,Twitter
38.7,-90.3,76,Twitter
38.7,-90.4,363,Twitter
38.7,-90.5,13,Twitter
38.7,-90.6,43,Twitter
38.7,-90.7,9,Twitter
38.7,-90.8,1,Twitter
38.7,-91.4,3,Twitter
38.7,-92.8,1,Twitter
38.7,-93.2,13,Twitter
38.7,-93.5,2,Twitter
38.7,-94,2,Twitter
38.7,-94.3,6,Twitter
38.7,-94.4,3,Twitter
38.7,-94.5,1,Twitter
38.7,-94.8,7,Twitter
38.7,-95,1,Twitter
38.7,-95.8,2,Twitter
38.7,-96,1,Twitter
38.7,0.1,1,Twitter
38.7,1.4,3,Twitter
38.7,112.7,1,Twitter
38.7,116.9,8,Twitter
38.7,121.1,1,Twitter
38.7,140.3,1,Twitter
38.7,141.2,1,Twitter
38.7,28.1,3,Twitter
38.7,35.4,3,Twitter
38.7,35.5,1,Twitter
38.7,35.6,1,Twitter
38.7,44,1,Twitter
38.7,9.2,1,Twitter
38.8,-0.4,1,Twitter
38.8,-0.6,3,Twitter
38.8,-104.7,6,Twitter
38.8,-104.8,822,Twitter
38.8,-104.9,1,Twitter
38.8,-106.1,6,Twitter
38.8,-109.7,14,Twitter
38.8,-112.1,1,Twitter
38.8,-120,1,Twitter
38.8,-120.1,1,Twitter
38.8,-120.4,1,Twitter
38.8,-120.6,6,Twitter
38.8,-121.1,1,Twitter
38.8,-121.2,92,Twitter
38.8,-121.3,42,Twitter
38.8,-121.9,2,Twitter
38.8,-122.6,4,Twitter
38.8,-123,4,Twitter
38.8,-7,1,Twitter
38.8,-7.6,1,Twitter
38.8,-75.1,34,Twitter
38.8,-75.2,1,Twitter
38.8,-75.3,4,Twitter
38.8,-75.4,1,Twitter
38.8,-75.6,1,Twitter
38.8,-76.1,12,Twitter
38.8,-76.2,2,Twitter
38.8,-76.3,1,Twitter
38.8,-76.5,1,Twitter
38.8,-76.7,7,Twitter
38.8,-76.8,49,Twitter
38.8,-76.9,144,Twitter
38.8,-77,685,Twitter
38.8,-77.1,157,Twitter
38.8,-77.2,140,Twitter
38.8,-77.3,400,Twitter
38.8,-77.4,65,Twitter
38.8,-77.5,109,Twitter
38.8,-77.6,51,Twitter
38.8,-77.7,3,Twitter
38.8,-77.8,1,Twitter
38.8,-78.1,2,Twitter
38.8,-78.6,1,Twitter
38.8,-80.7,1,Twitter
38.8,-81.7,4,Twitter
38.8,-82.1,3,Twitter
38.8,-82.2,10,Twitter
38.8,-82.8,1,Twitter
38.8,-82.9,1,Twitter
38.8,-83,1,Twitter
38.8,-83.5,4,Twitter
38.8,-83.6,1,Twitter
38.8,-83.9,1,Twitter
38.8,-84.6,1,Twitter
38.8,-84.9,1,Twitter
38.8,-85.3,1,Twitter
38.8,-85.4,1,Twitter
38.8,-85.8,2,Twitter
38.8,-87.2,1,Twitter
38.8,-87.3,1,Twitter
38.8,-88.1,1,Twitter
38.8,-88.5,1,Twitter
38.8,-88.8,1,Twitter
38.8,-89.9,5,Twitter
38.8,-9.1,16,Twitter
38.8,-9.2,37,Twitter
38.8,-9.3,4,Twitter
38.8,-9.4,36,Twitter
38.8,-9.5,2,Twitter
38.8,-90,70,Twitter
38.8,-90.1,8,Twitter
38.8,-90.2,8,Twitter
38.8,-90.3,57,Twitter
38.8,-90.4,22,Twitter
38.8,-90.5,124,Twitter
38.8,-90.6,66,Twitter
38.8,-90.7,12,Twitter
38.8,-90.8,13,Twitter
38.8,-90.9,17,Twitter
38.8,-91.1,1,Twitter
38.8,-91.2,2,Twitter
38.8,-91.9,7,Twitter
38.8,-92,2,Twitter
38.8,-92.2,13,Twitter
38.8,-92.3,2,Twitter
38.8,-93.7,30,Twitter
38.8,-93.8,2,Twitter
38.8,-94.3,5,Twitter
38.8,-94.4,1,Twitter
38.8,-94.5,15,Twitter
38.8,-94.6,2,Twitter
38.8,-94.7,3,Twitter
38.8,-94.8,2,Twitter
38.8,-94.9,14,Twitter
38.8,-95.2,12,Twitter
38.8,-97.6,28,Twitter
38.8,-98.4,1,Twitter
38.8,0.1,1,Twitter
38.8,116.9,18,Twitter
38.8,117.5,1,Twitter
38.8,121.2,1,Twitter
38.8,139.8,1,Twitter
38.8,141.1,1,Twitter
38.8,16.2,1,Twitter
38.8,20.7,1,Twitter
38.8,21.4,1,Twitter
38.8,21.7,1,Twitter
38.8,21.8,1,Twitter
38.8,76.9,1,Twitter
38.8,77.1,1,Twitter
38.8,90.4,1,Twitter
38.9,-0.2,2,Twitter
38.9,-104.6,3,Twitter
38.9,-104.7,20,Twitter
38.9,-104.8,21,Twitter
38.9,-104.9,13,Twitter
38.9,-107,8,Twitter
38.9,-118.8,1,Twitter
38.9,-119.7,1,Twitter
38.9,-119.8,4,Twitter
38.9,-120,46,Twitter
38.9,-121,6,Twitter
38.9,-121.1,40,Twitter
38.9,-121.2,3,Twitter
38.9,-121.3,40,Twitter
38.9,-3.7,1,Twitter
38.9,-6.4,1,Twitter
38.9,-6.6,7,Twitter
38.9,-7,28,Twitter
38.9,-73.3,1,Twitter
38.9,-74.9,15,Twitter
38.9,-75,1,Twitter
38.9,-75.4,13,Twitter
38.9,-75.6,1,Twitter
38.9,-75.8,4,Twitter
38.9,-76.1,2,Twitter
38.9,-76.3,4,Twitter
38.9,-76.4,1,Twitter
38.9,-76.5,4,Twitter
38.9,-76.6,7,Twitter
38.9,-76.7,38,Twitter
38.9,-76.8,105,Twitter
38.9,-76.9,184,Twitter
38.9,-77,11980,Twitter
38.9,-77.1,950,Twitter
38.9,-77.2,300,Twitter
38.9,-77.3,132,Twitter
38.9,-77.4,104,Twitter
38.9,-77.5,375,Twitter
38.9,-77.6,1,Twitter
38.9,-77.8,3,Twitter
38.9,-78,1,Twitter
38.9,-78.1,5,Twitter
38.9,-78.2,24,Twitter
38.9,-78.5,2,Twitter
38.9,-79.8,4,Twitter
38.9,-79.9,1,Twitter
38.9,-80.6,1,Twitter
38.9,-81.8,5,Twitter
38.9,-82.4,2,Twitter
38.9,-82.6,2,Twitter
38.9,-83,4,Twitter
38.9,-83.4,3,Twitter
38.9,-83.9,1,Twitter
38.9,-84.3,1,Twitter
38.9,-84.4,1,Twitter
38.9,-84.5,15,Twitter
38.9,-84.6,10,Twitter
