Latitude,Longitude,Value,Depth,Time
-1.501,99.426,4,10,2010-01
13.555,120.868,4.9,94,2010-01
51.711,177.706,5.5,50,2010-01
32.45,48.3,5,5,2010-01
-0.729,133.854,4.2,45,2010-01
-14.898,-173.669,4.6,35,2010-01
32.456,48.284,4.4,18,2010-01
18.487,-66.563,3.1,126,2010-01
-7.05,155.943,4.8,95,2010-01
24.046,125.035,4.9,43,2010-01
53.608,-163.422,4.4,24,2010-01
-11.526,165.674,4.4,35,2010-01
-14.756,166.892,4.6,35,2010-01
51.566,177.79,2.7,41,2010-01
-43.207,173.518,3.8,20,2010-01
19.536,-66.212,3.4,46,2010-01
51.513,177.626,3.6,46,2010-01
18.447,-72.615,4,10,2010-01
54.464,-161.518,3,14,2010-01
59.955,-153.1,2.6,115,2010-01
56.179,-156.714,3,45,2010-01
-31.908,-177.655,4.7,58,2010-01
51.261,-179.618,3,9,2010-01
19.092,-66.775,3,38,2010-01
-6.124,130.483,4.5,146,2010-01
18.234,-67.052,2.8,80,2010-01
37.938,143.599,5.6,7,2010-01
32.25,-115.355,3.4,18,2010-01
18.59,-66.905,2.6,10,2010-01
32.361,48.328,4.4,39,2010-01
25.558,105.804,4.4,26,2010-01
33.95,-118.4,2,15,2010-01
-6.122,152.587,5.7,10,2010-01
45.812,150.056,4.4,128,2010-01
-15.626,-174.425,4.7,10,2010-01
-16.793,-69.397,4.6,174,2010-01
63.131,-151.491,2.5,9,2010-01
-2.478,101.923,4.4,150,2010-01
-57.664,-65.879,6.3,5,2010-01
-18.265,-69.946,4.3,99,2010-01
36.067,141.882,4.5,17,2010-01
-33.243,-179.215,4.6,85,2010-01
35.553,-97.221,3,5,2010-01
51.249,-178.329,3.3,6,2010-01
57.986,-151.955,2.5,22,2010-01
51.852,-179.686,2.6,13,2010-01
18.506,-72.81,4.7,10,2010-01
43.484,-126.955,4.3,10,2010-01
18.489,-72.796,4.5,10,2010-01
24.38,123.49,4.6,48,2010-01
-6.28,152.553,4.7,35,2010-01
35.26,27.86,4.9,29,2010-01
35.26,27.721,4.4,60,2010-01
44.56,-110.97,2.6,8,2010-01
26.401,126.124,4.3,116,2010-01
44.56,-110.97,2.5,7,2010-01
52.019,-176.185,2.8,133,2010-01
-31.956,-177.89,5.2,45,2010-01
44.56,-110.97,2.5,7,2010-01
32.832,141.686,4.1,35,2010-01
55.291,165.242,5,50,2010-01
34.309,-118.312,2.3,3,2010-01
-36.105,177.969,4.7,216,2010-01
44.56,-110.97,2.7,8,2010-01
46.482,153.262,5.6,7,2010-01
44.56,-110.97,2.5,7,2010-01
51.627,177.933,2.9,56,2010-01
44.56,-110.97,2.7,8,2010-01
44.56,-110.96,2.5,8,2010-01
32.446,47.091,4.4,42,2010-01
-34.939,-108.557,5,10,2010-01
36.033,-117.845,2.9,2,2010-01
-11.543,166.122,4.2,35,2010-01
58.23,-151.073,2.5,47,2010-01
-11.543,166.24,5.1,56,2010-01
53.66,-162.291,2.6,33,2010-01
36.036,-117.841,2.8,3,2010-01
51.099,-179.367,2.6,25,2010-01
-32.815,-178.917,4.9,58,2010-01
-6.255,114.332,4.9,517,2010-01
36.854,-104.819,3.8,5,2010-01
38.683,-119.471,3.5,11,2010-01
44.56,-110.97,2.5,7,2010-01
-9.724,113.912,4.3,41,2010-01
57.232,-154.81,2.9,45,2010-01
43.858,86.835,4.1,35,2010-01
35.497,-97.25,2.5,5,2010-01
-48.293,106.602,5.2,10,2010-01
-48.581,107.282,4.9,10,2010-01
-6.251,130.634,5,128,2010-01
-31.355,-68.599,5.4,94,2010-01
35.305,27.677,4.3,51,2010-01
-56.075,-27.66,4.9,71,2010-01
13.728,-90.132,5.9,54,2010-01
38.404,21.961,5.5,0,2010-01
44.562,-110.973,2.5,9,2010-01
-12.484,166.293,5.7,10,2010-01
38.484,22.073,4.1,40,2010-01
19.326,-68.694,3.7,68,2010-01
44.56,-110.97,3.1,9,2010-01
-55.686,-29.983,4.8,5,2010-01
13.71,-90.341,4.3,68,2010-01
44.56,-110.96,2.8,10,2010-01
56.423,-159.156,2.7,138,2010-01
18.663,-67.356,3.3,81,2010-01
45.845,151.957,4.9,3,2010-01
38.435,21.996,4.3,1,2010-01
-20.218,-69.341,4.2,99,2010-01
51.727,-179.531,2.6,81,2010-01
-18.469,-173.242,5.1,110,2010-01
19.981,-155.848,3.1,9,2010-01
55.564,-161.483,3.7,9,2010-01
-18.473,-173.099,4.5,35,2010-01
-21.945,-70.437,4.9,30,2010-01
55.491,-161.479,3,8,2010-01
-8.795,157.604,4.9,21,2010-01
55.492,-161.455,3,9,2010-01
19.233,-155.528,4.3,6,2010-01
-9.04,158.08,4.9,22,2010-01
-8.952,158.1,5,19,2010-01
-2.235,120.982,4.4,13,2010-01
44.56,-110.96,2.8,9,2010-01
20.719,94.809,4.6,99,2010-01
18.602,-66.863,3,87,2010-01
-8.946,158.128,5.1,22,2010-01
-8.997,158.071,5.5,39,2010-01
-8.865,157.777,5.1,31,2010-01
-18.198,-173.345,4.6,35,2010-01
-1.922,139.127,4.4,35,2010-01
-38.969,179.86,4.2,32,2010-01
18.815,-67.341,2.8,10,2010-01
63.285,-151.183,2.9,5,2010-01
44.57,-110.97,3.4,10,2010-01
1.019,97.298,4.4,35,2010-01
44.57,-110.97,3,9,2010-01
51.383,-175.43,2.6,26,2010-01
18.149,-64.928,2.9,10,2010-01
-32.469,-70.505,4.6,100,2010-01
23.771,121.664,4.9,44,2010-01
8.714,-82.76,4.5,49,2010-01
-36.814,177.224,4.8,228,2010-01
61.708,-152.215,2.7,121,2010-01
-10.1,161.023,5,35,2010-01
72.138,0.538,4.4,10,2010-01
18.213,-66.519,2.7,91,2010-01
63.35,-145.117,2.9,6,2010-01
26.404,129.639,4.5,23,2010-01
8.227,127.181,4.7,63,2010-01
44.57,-110.96,2.6,9,2010-01
-30.218,-177.746,5.1,63,2010-01
-20.271,-174.272,4.4,10,2010-01
44.56,-110.97,2.6,9,2010-01
-28.762,-66.856,4.3,7,2010-01
19.004,-80.804,5.9,10,2010-01
0.586,-28.804,4.7,10,2010-01
1.27,127.228,4.6,73,2010-01
62.516,-151.197,2.5,82,2010-01
-34.216,-179.48,4.6,35,2010-01
57.038,-155.206,3,9,2010-01
44.57,-110.96,3.3,6,2010-01
-27.584,-65.829,5.2,26,2010-01
42.091,72.086,5,0,2010-01
29.622,51.471,4.4,10,2010-01
39.686,143.381,4.3,29,2010-01
-4.838,133.554,4.3,35,2010-01
-48.63,164.67,4.5,10,2010-01
-0.894,150.422,4.7,13,2010-01
56.777,-155.795,2.5,22,2010-01
44.562,-110.974,3.9,9,2010-01
44.55,-110.97,2.5,8,2010-01
47.67,-121.88,1.8,11,2010-01
17.843,-65.715,3.4,19,2010-01
44.561,-110.968,3.2,9,2010-01
-61.059,-26.771,4.5,10,2010-01
18.65,-66.948,2.8,76,2010-01
-28.088,-66.539,4.3,155,2010-01
18.556,-65.664,2.9,78,2010-01
44.57,-110.97,2.5,9,2010-01
48.454,154.366,4.9,58,2010-01
44.57,-110.97,3.4,9,2010-01
44.56,-110.96,2.5,10,2010-01
35.821,52.864,4.7,5,2010-01
33.523,-118.244,2.6,1,2010-01
-26.789,-63.214,5.3,559,2010-01
52.522,-170.308,3,25,2010-01
63.383,-147.423,3.3,66,2010-01
61.678,-150.134,2.6,7,2010-01
37.479,-121.801,2.5,9,2010-01
-3.121,147.785,4.5,42,2010-01
52.442,-170.279,2.8,28,2010-01
-23.205,-66.568,4.4,192,2010-01
34.193,-117.567,2.5,9,2010-01
-1.098,127.164,4.7,35,2010-01
16.877,-94.478,4.9,104,2010-01
-57.68,-65.817,4.5,10,2010-01
18.423,-72.823,5.9,10,2010-01
18.406,-72.843,4,10,2010-01
51.638,-175.297,2.5,44,2010-01
32.99,-116.361,3.4,5,2010-01
37.48,-121.799,2.2,10,2010-01
-11.216,165.647,5.1,35,2010-01
-31.194,-69.129,4.8,35,2010-01
51.097,-179.848,2.9,26,2010-01
12.505,-88.168,4.5,59,2010-01
54.008,-163.806,2.5,24,2010-01
55.487,-161.507,2.8,17,2010-01
14.863,144.729,4.5,10,2010-01
18.443,-72.788,4,10,2010-01
-23.605,-175.192,4.8,35,2010-01
34.922,139.157,4.5,17,2010-01
-57.773,-65.809,5.3,10,2010-01
-17.665,-178.768,4.6,574,2010-01
44.56,-110.97,2.5,9,2010-01
44.56,-110.97,2.5,8,2010-01
36.017,-91.303,3.3,0,2010-01
44.57,-110.97,2.9,9,2010-01
-22.271,-68.764,4.3,110,2010-01
25.624,-100.405,4,5,2010-01
-20.098,-177.217,4.9,355,2010-01
18.427,-72.822,4,10,2010-01
-36.281,-73.16,5.1,42,2010-01
-36.216,-73.179,4.8,26,2010-01
44.57,-110.97,2.6,9,2010-01
17.866,-65.683,3,2,2010-01
37.496,-121.841,2,9,2010-01
52.509,-166.923,2.6,0,2010-01
13.551,125.46,5.5,15,2010-01
13.694,125.585,4.5,35,2010-01
53.248,-164.678,3,15,2010-01
53.146,-164.497,2.7,23,2010-01
1.361,122.089,4.7,57,2010-01
61.43,-150.396,3.7,45,2010-01
58.545,-155.382,2.7,143,2010-01
18.581,-66.679,2.7,76,2010-01
44.568,-110.979,3.6,9,2010-01
18.546,-66.658,2.8,82,2010-01
-36.252,-72.939,4.7,16,2010-01
53.339,-164.34,2.7,4,2010-01
44.568,-110.973,4.3,10,2010-01
61.659,-149.539,2.5,28,2010-01
8.737,126.974,4.2,35,2010-01
68.867,-17.25,4.7,10,2010-01
8.265,-110.36,5.6,10,2010-01
44.564,-110.971,2.7,9,2010-01
38.162,140.132,4.7,116,2010-01
38.33,20.93,4.2,29,2010-01
44.552,-110.974,2.6,8,2010-01
54.421,-161.482,5.1,29,2010-01
54.469,-161.54,3.5,13,2010-01
54.476,-161.513,2.7,14,2010-01
54.521,-161.565,2.6,9,2010-01
36.919,-104.786,2.9,5,2010-01
13.15,125.768,4.7,50,2010-01
54.523,-161.578,3.8,2,2010-01
54.5,-161.504,3.1,9,2010-01
54.507,-161.545,3.1,8,2010-01
18.398,-72.842,4.9,10,2010-01
18.462,-72.743,4.8,10,2010-01
34.857,-5.568,4.5,10,2010-01
1.446,122.201,5.1,32,2010-01
-19.905,169.268,4.5,41,2010-01
15.427,-61.3,4.7,129,2010-01
53.799,-165.821,3.1,69,2010-01
54.531,-161.539,3.1,17,2010-01
54.517,-161.533,2.9,17,2010-01
19.136,-66.396,3.3,25,2010-01
19.266,-67.826,3.3,80,2010-01
51.629,179.67,2.6,71,2010-01
59.978,-153.331,3.2,131,2010-01
-39.05,174.852,5.1,227,2010-01
56.378,-156.524,3,46,2010-01
19.109,-66.381,3,29,2010-01
66.684,-146.65,2.7,21,2010-01
-27.874,26.678,4.3,2,2010-01
38.422,22.043,5.2,5,2010-01
16.163,-75.086,4,10,2010-01
38.45,21.963,5,1,2010-01
17.808,-66.756,2.7,4,2010-01
-19.55,175.221,5.3,78,2010-01
54.016,-162.624,2.8,25,2010-01
39.011,-118.816,3.2,10,2010-01
61.413,-151.887,2.6,93,2010-01
-12.232,166.497,4.3,47,2010-01
-25.151,-176.433,4.5,44,2010-01
-6.033,146.49,4.4,112,2010-01
19.142,-66.378,2.7,25,2010-01
44.559,-110.969,3,9,2010-01
38.408,22.063,4.2,10,2010-01
44.552,-110.974,3,0,2010-01
12.007,-87.648,4.2,43,2010-01
18.778,-65.657,2.6,62,2010-01
3.025,93.789,5.1,36,2010-01
33.472,-116.471,2.6,10,2010-01
51.623,-176.244,2.5,41,2010-01
65.93,-149.375,3.8,14,2010-01
-15.521,-173.259,4.8,10,2010-01
44.56,-110.97,2.5,9,2010-01
-15.281,-173.446,4.9,10,2010-01
-15.4,-172.403,4.2,10,2010-01
43.865,147.61,4.5,83,2010-01
38.41,21.951,4.3,10,2010-01
38.391,21.998,4.7,10,2010-01
36.705,-121.336,2.4,2,2010-01
63.111,-149.698,2.9,90,2010-01
-2.728,-102.461,5,10,2010-01
18.462,-72.431,4.2,10,2010-01
44.56,-110.97,2.5,9,2010-01
60.269,-140.655,3,0,2010-01
61.635,-149.722,2.8,30,2010-01
9.703,-84.093,4.9,69,2010-01
-17.806,-178.556,4.7,536,2010-01
37.781,142.121,4.6,40,2010-01
-8.429,128.994,4.4,10,2010-01
42.321,140.651,4.3,130,2010-01
-8.25,107.981,4.2,57,2010-01
-45.454,166.726,4.2,12,2010-01
-45.489,166.812,4.1,12,2010-01
-55.494,-27.088,4.1,35,2010-01
-28.583,-177.881,5,85,2010-01
18.402,-72.103,4.1,10,2010-01
63.344,-145.12,3.5,8,2010-01
-7.611,128.069,4.3,157,2010-01
-15.338,-173.346,5.3,10,2010-01
18.504,-71.975,4.2,10,2010-01
53.563,-157.914,3.4,11,2010-01
19.149,-66.369,3,24,2010-01
-5.923,152.516,5.1,44,2010-01
-11.539,166.359,5,48,2010-01
44.57,-110.97,2.9,9,2010-01
-4.533,143.051,4.5,87,2010-01
47.669,-120.186,2.3,0,2010-01
8.341,-83.01,5.2,35,2010-01
-17.541,-63.887,5.3,10,2010-01
-17.557,-63.903,5.1,10,2010-01
8.252,-83.143,4.7,35,2010-01
60.591,-152.386,2.9,97,2010-01
33.157,-115.647,3,2,2010-01
17.576,-67.228,2.6,3,2010-01
8.586,-83.032,4.8,34,2010-01
8.402,-83.031,4.9,35,2010-01
59.7,-150.701,3.1,40,2010-01
54.98,-152.125,3.3,35,2010-01
39.95,-111.89,3,1,2010-01
36.525,71.481,5.1,93,2010-01
-37.165,176.892,4.7,259,2010-01
52.225,-173.651,2.9,41,2010-01
-17.62,-63.826,4.2,33,2010-01
50.646,-171.749,4.1,36,2010-01
53.699,-164.286,2.6,46,2010-01
8.349,-83.002,4.3,20,2010-01
8.335,-83.049,5,35,2010-01
55.268,162.639,4.5,22,2010-01
43.511,-110.241,3.5,8,2010-01
-23.782,-176.4,4.1,35,2010-01
-19.423,169.583,5,280,2010-01
60.549,-138.27,3.7,1,2010-01
-31.914,57.918,5.3,10,2010-01
18.702,-67.453,2.5,7,2010-01
35.515,110.736,5,28,2010-01
-7.878,107.821,4.4,58,2010-01
18.976,-67.511,2.8,8,2010-01
-8.205,129.029,5.5,19,2010-01
-18.149,-178.294,4.7,540,2010-01
35.502,-97.245,3.6,6,2010-01
41.238,141.46,4.7,47,2010-01
37.86,-121.799,2,14,2010-01
19.087,-66.441,2.5,6,2010-01
44.56,-110.96,2.9,10,2010-01
19.122,-66.44,2.8,27,2010-01
19.116,-66.426,2.8,15,2010-01
55.132,162.448,4.3,35,2010-01
17.866,-67.758,2.9,72,2010-01
34.475,-116.513,2.9,9,2010-01
-21.822,-176.391,4.3,142,2010-01
39.36,21.497,4.3,10,2010-01
17.931,-65.458,2.7,2,2010-01
18.566,-67.278,2.6,19,2010-01
-9.18,157.756,5.5,10,2010-01
44.57,-110.96,2.5,10,2010-01
65.952,-155.494,2.7,15,2010-01
-15.877,167.891,4.9,152,2010-01
6.796,-72.972,4.6,164,2010-01
44.56,-110.96,2.6,10,2010-01
53.23,-164.409,3.3,19,2010-01
53.251,-164.431,2.6,9,2010-01
-18.513,167.897,5.6,15,2010-01
-13.655,167.151,4.9,192,2010-01
-20.7,-178.968,4.7,559,2010-01
18.991,-67.273,2.8,6,2010-01
-3.382,131.249,4.5,35,2010-01
51.666,-173.858,4.4,47,2010-01
18.51,-72.644,4.5,7,2010-01
-18.492,168.095,4.6,10,2010-01
33.924,-116.573,2.6,12,2010-01
16.028,-60.925,5.2,64,2010-01
0.26,120.653,5,93,2010-01
46.701,152.547,5,48,2010-01
-38.706,78.22,4.4,10,2010-01
19.056,-65.92,3.1,25,2010-01
38.84,26.93,4,27,2010-01
-31.517,-66.469,4.6,137,2010-01
18.826,-67.222,2.8,7,2010-01
18.547,-64.896,3,8,2010-01
8.404,-83.027,4.7,46,2010-01
52.321,-170.533,3.6,44,2010-01
15.201,-61.38,4.4,146,2010-01
44.57,-110.96,3.2,10,2010-01
44.56,-110.96,3.1,11,2010-01
-28.085,-176.451,4.4,35,2010-01
-36.553,178.611,4.7,174,2010-01
30.964,130.888,5.5,38,2010-01
-15.16,167.517,4.3,102,2010-01
37.54,-121.797,2.5,5,2010-01
3.622,127.006,4.8,43,2010-01
50.833,-173.135,4.6,27,2010-01
44.564,-110.959,3.1,10,2010-01
40.626,-124.701,2.9,24,2010-01
54.519,-161.582,2.5,18,2010-01
44.567,-110.959,2.8,10,2010-01
44.57,-110.96,2.9,10,2010-01
-23.122,-68.984,4.6,106,2010-01
18.515,-72.969,4.3,10,2010-01
44.563,-110.958,2.6,10,2010-01
64.72,-163.546,3.4,16,2010-01
-32.935,179.825,5.3,35,2010-01
52.91,-170.04,2.9,25,2010-01
-4.259,102.69,5.2,61,2010-01
58.604,-153.474,5.2,89,2010-01
60.326,-152.754,3.9,123,2010-01
18.482,-72.991,4,10,2010-01
18.491,-72.957,4.8,10,2010-01
18.38,-72.93,4.3,10,2010-01
-46.392,165.737,4.6,33,2010-01
57.466,-154.859,2.8,42,2010-01
-20.123,66.702,4.4,10,2010-01
57.409,-155.011,3,72,2010-01
-18.599,-173.696,5.6,35,2010-01
-8.498,-74.466,5.9,146,2010-01
61.45,-150.982,2.5,63,2010-01
50.997,-178.09,5.3,10,2010-01
13.951,-91.83,4.7,35,2010-01
-30.053,-13.819,4.6,10,2010-01
19.205,-155.517,3,38,2010-01
13.908,-91.965,4.4,35,2010-01
30.82,57.1,4.3,14,2010-01
53.525,-163.208,2.5,4,2010-01
19.102,-66.415,2.7,13,2010-01
37.477,-121.79,2,7,2010-01
-0.324,99.093,5.2,63,2010-01
52.135,178.113,2.8,164,2010-01
-16.162,-176.594,4.7,371,2010-01
63.443,-151.422,2.5,10,2010-01
-16.823,-172.772,4.6,10,2010-01
33.871,-116.847,2.3,11,2010-01
18.502,-72.977,4.5,10,2010-01
18.509,-65.031,2.8,70,2010-01
37.877,-122.257,2.2,9,2010-01
-55.501,-26.703,4.8,35,2010-01
59.36,-152.715,3,71,2010-01
52.21,-168.372,2.5,13,2010-01
34.999,26.786,4.5,10,2010-01
18.383,-72.037,4.2,10,2010-01
51.524,-177.638,3.1,42,2010-01
52.308,-170.443,3.1,25,2010-01
-39.257,-15.9,5.7,10,2010-01
-8.165,129.002,4.9,35,2010-01
18.202,-66.955,2.5,13,2010-01
18.688,-66.973,2.9,61,2010-01
-29.955,-177.054,4.8,5,2010-01
82.14,-5.328,4.4,10,2010-01
-17.762,-178.727,4.8,552,2010-01
-17.892,-173.691,4.9,35,2010-01
44.56,-110.97,2.5,10,2010-01
18.427,-72.902,4.9,10,2010-01
44.564,-110.964,3.1,9,2010-01
53.263,-168.562,2.6,104,2010-01
55.422,162.316,4.8,44,2010-01
44.56,-110.963,2.7,10,2010-01
44.561,-110.965,2.7,9,2010-01
49.508,-28.469,4.7,10,2010-01
1.698,97.719,4.5,50,2010-01
18.69,-72.826,4.1,10,2010-01
51.485,-176.188,2.7,38,2010-01
18.838,-67.333,2.8,8,2010-01
51.218,-178.132,2.8,27,2010-01
32.902,-100.833,3.1,5,2010-01
17.866,-66.801,2.5,4,2010-01
11.404,-86.74,4.6,44,2010-01
7.754,94.686,4.1,58,2010-01
-6.222,155.047,4.8,236,2010-01
59.975,-153.19,3.2,121,2010-01
0.168,98.069,4.5,45,2010-01
35.552,-97.256,2.3,5,2010-01
-38.648,-15.932,5,10,2010-01
-38.904,-15.829,5.4,10,2010-01
-59.669,-26.236,4.5,38,2010-01
-38.815,-15.93,4.7,10,2010-01
51.519,-178.384,2.7,24,2010-01
51.49,-178.225,2.9,54,2010-01
42.035,142.657,4.6,73,2010-01
4.907,126.702,4.6,90,2010-01
-58.304,-14.626,4.8,10,2010-01
-17.648,35.073,4.2,10,2010-01
-44.65,37.478,4.3,10,2010-01
-14.1,-14.554,5.8,10,2010-01
51.594,-176.236,3.4,42,2010-01
44.57,-110.97,2.9,10,2010-01
13.639,125.486,5.9,29,2010-01
-7.156,125.031,5.1,530,2010-01
52.031,175.78,3.1,41,2010-01
-30.632,-177.799,4.8,32,2010-01
44.57,-110.96,3,10,2010-01
28.624,140.663,4.9,164,2010-01
60.278,-151.025,2.6,56,2010-01
-8.735,111.01,4.8,69,2010-01
18.418,-72.044,4,10,2010-01
-28.909,-64.586,4,65,2010-01
33.899,-117.778,2.3,0,2010-01
51.239,-178.517,2.8,36,2010-01
-10.549,161.863,4.2,35,2010-01
11.741,-86.889,4.4,93,2010-01
-9.832,108.788,5,16,2010-01
46.815,152.369,4.9,78,2010-01
-7.999,-74.354,4.5,150,2010-01
-25.033,-13.717,4.6,10,2010-01
61.541,-150.612,2.9,59,2010-01
38.816,-122.817,2.6,2,2010-01
-23.357,-66.712,5.9,208,2010-01
51.492,-176.788,2.9,34,2010-01
44.57,-110.97,3.2,9,2010-01
9.852,125.978,4.9,101,2010-01
-39.178,175.158,4.7,125,2010-01
-28.264,-176.482,5,57,2010-01
3.044,126.585,5.2,73,2010-01
32.737,-115.406,3.3,15,2010-01
-38.251,175.804,4.1,206,2010-01
-20.012,66.452,4.8,10,2010-01
53.355,-168.018,2.6,70,2010-01
-25.273,70.028,4.8,10,2010-01
28.597,141.661,4.6,57,2010-01
-2.732,141.477,4.6,14,2010-01
38.67,142.21,4.4,63,2010-01
38.771,142.215,4.3,44,2010-01
21.571,143.384,4.2,253,2010-01
4.64,96.832,4.8,8,2010-01
44.57,-110.97,2.8,9,2010-01
-20.146,-177.596,4.7,346,2010-01
41.043,74.996,4.8,11,2010-01
-11.603,166.431,4.3,58,2010-01
19.226,-67.172,3.1,51,2010-01
51.766,-174.482,2.7,9,2010-01
-28.334,-176.384,5.1,49,2010-01
17.854,-66.766,2.5,7,2010-01
37.473,-121.799,2.5,10,2010-01
-0.901,29.198,5.2,10,2010-01
51.272,-178.435,2.8,18,2010-01
2.04,125.144,4.9,188,2010-01
6.714,-72.976,4.7,157,2010-01
40.431,-126.158,3,10,2010-01
19.036,-64.928,3,16,2010-01
56.532,-157.331,2.7,8,2010-01
-8.108,107.39,4.7,89,2010-01
19.144,-66.418,3.1,19,2010-01
19.173,-66.408,2.6,27,2010-01
15.721,119.26,4.5,56,2010-01
36.096,70.242,4.2,102,2010-01
56.233,-152.856,3.1,25,2010-01
-19.11,169.349,5.1,10,2010-01
19.111,-66.408,3,19,2010-01
51.22,-178.382,3.7,25,2010-01
19.105,-66.419,2.6,26,2010-01
61.098,-150.967,2.6,58,2010-01
-19.08,169.962,4.6,10,2010-01
-40.264,173.449,4.1,218,2010-01
-18.948,169.665,5.8,10,2010-01
1.444,127.297,4.3,107,2010-01
-19.047,169.867,4.5,10,2010-01
-19.034,169.786,4.6,10,2010-01
-19.088,169.868,4.4,10,2010-01
-19.045,169.796,4.2,10,2010-01
1.511,-90.89,4.4,10,2010-01
1.624,-90.739,4.2,10,2010-01
1.634,-90.281,5.5,10,2010-01
13.218,145.03,4.3,53,2010-01
-24.064,-66.698,4.9,178,2010-01
52.428,177.85,3.5,19,2010-01
53.12,-164.606,2.5,33,2010-01
4.726,-75.971,4.9,131,2010-01
53.603,-164.216,2.7,27,2010-01
19.126,-66.383,2.8,21,2010-01
1.514,-90.714,4.6,10,2010-01
1.585,-90.602,5.6,10,2010-01
51.672,177.745,5,73,2010-01
51.841,177.738,3.6,48,2010-01
12.944,123.931,4.5,45,2010-01
19.024,121.207,4.7,39,2010-01
-56.038,-27.856,4.5,118,2010-01
-28.227,-70.698,5.3,57,2010-01
29.08,142.561,4.7,44,2010-01
53.878,160.574,4.8,59,2010-01
-25.124,179.927,4.7,506,2010-01
-33.511,77.613,4.8,10,2010-01
38.831,-122.8,3.6,2,2010-01
-5.422,153.591,4.5,67,2010-01
36.102,-117.89,2.6,4,2010-01
54.222,167.726,4.5,41,2010-01
34.099,-117.313,2.2,17,2010-01
38.329,22.416,4.7,9,2010-01
37.479,-121.806,2.7,9,2010-01
-19.22,-173.474,4.7,10,2010-01
2.356,126.723,5.3,16,2010-01
2.411,126.722,4.8,26,2010-01
11.448,142.147,4.5,47,2010-01
63.477,-151.209,2.5,14,2010-01
-26.976,-177.223,4.8,136,2010-01
-57.638,-141.462,5.6,10,2010-01
-19.269,-173.823,4.8,10,2010-01
40.981,143.16,4.5,46,2010-01
30.268,105.668,5.1,10,2010-01
36.758,71.309,5,93,2010-01
13.597,-88.337,4.8,197,2010-01
61.723,-151.747,3.5,95,2010-01
-22.292,171.532,5.2,132,2010-01
5.356,125.662,4.9,227,2010-01
18.424,-73.017,4.1,10,2010-01
-20.535,-178.104,4.9,534,2010-01
18.986,-65.114,2.8,20,2010-01
-21.014,-178.747,4.9,615,2010-01
18.817,-65.079,2.8,69,2010-01
18.972,-65.114,3,24,2010-01
18.975,-65.128,3,36,2010-01
43.385,-127.422,2.8,10,2010-01
18.87,-65.078,3.2,53,2010-01
18.929,-65.103,3.2,44,2010-01
18.912,-65.121,3.1,9,2010-01
51.4,-179.119,2.7,22,2010-01
-17.191,-69.443,4.7,149,2010-01
18.919,-65.126,3.2,8,2010-01
32.735,-115.402,3.1,15,2010-01
60.108,-153.43,2.6,153,2010-01
1.725,127.369,4.5,119,2010-01
44.57,-110.96,2.8,10,2010-01
-2.878,100.906,5.3,50,2010-01
-36.246,178.607,4.5,113,2010-01
-17.442,-178.616,4.2,589,2010-01
52.657,-173.218,2.6,110,2010-01
-25.471,-176.677,4.9,35,2010-01
51.914,-178.607,2.8,125,2010-01
-14.3,167.265,4.4,206,2010-01
32.265,-115.07,3.3,0,2010-01
61.446,-150.203,2.9,47,2010-01
-37.055,178.206,4.1,84,2010-01
-18.78,169.393,5.1,231,2010-01
-36.77,-96.01,4.3,10,2010-01
67.847,-167.005,3.1,20,2010-01
58.507,-154.161,2.8,79,2010-01
51.054,-179.948,3,5,2010-01
44.58,-110.62,2.9,4,2010-01
37.476,-121.801,2.4,9,2010-01
40.153,-122.127,3,27,2010-01
19.068,-65.914,2.8,17,2010-01
47.61,-121.78,2.5,12,2010-01
54.488,-161.483,2.6,3,2010-01
19.044,-66.405,3,45,2010-02
24.345,141.991,4.3,195,2010-02
-56.105,-27.755,4.6,110,2010-02
39.645,37.98,4.4,10,2010-02
35.233,-118.591,2.8,6,2010-02
13.704,120.766,4.8,150,2010-02
52.406,-169.094,3,26,2010-02
18.15,-67.136,2.5,23,2010-02
44.58,-110.98,2.6,6,2010-02
18.294,-67.874,2.9,8,2010-02
17.013,-96.127,4.4,93,2010-02
52.426,-166.855,2.6,25,2010-02
8.945,-71.005,4.6,29,2010-02
-23.004,-112.306,4.9,10,2010-02
44.583,-110.981,2.9,7,2010-02
-63,155.693,4.8,10,2010-02
61.264,-146.895,2.5,10,2010-02
32.344,-117.26,4.4,6,2010-02
32.034,-117.454,3.6,6,2010-02
9.358,141.596,4.4,10,2010-02
53.425,-165.784,2.9,38,2010-02
19.302,-155.215,2.5,32,2010-02
56.545,-156.433,2.8,54,2010-02
45.188,-73.208,2.8,18,2010-02
44.58,-110.98,2.8,7,2010-02
-37.135,-96.379,4.8,10,2010-02
16.183,121.216,4.4,35,2010-02
-6.112,154.463,6.2,32,2010-02
17.793,-63.544,3.4,40,2010-02
35.547,-97.236,2.5,5,2010-02
19.373,-65.216,3.5,87,2010-02
-6.363,129.753,4.6,35,2010-02
61.942,-149.896,3,45,2010-02
59.216,-154.715,3.2,165,2010-02
10.768,92.07,4.7,38,2010-02
-0.343,-16.108,5.1,10,2010-02
19.209,-155.485,3.5,36,2010-02
67.671,-166.68,3,10,2010-02
40.517,-124.837,2.8,20,2010-02
18.878,-64.41,3.1,10,2010-02
12.096,-87.739,4.5,30,2010-02
37.926,46.776,4.6,10,2010-02
-57.382,-24.659,4.9,35,2010-02
45.799,-122.603,2.3,14,2010-02
