Latitude,Longitude,Value,Depth,Time
44.174,147.647,5.7,52,2010-03
-37.843,-73.511,4,35,2010-03
-32.666,-71.851,4.7,35,2010-03
-23.647,-66.565,4.6,200,2010-03
45.966,-75.383,3.2,18,2010-03
-37.434,-73.711,5.1,35,2010-03
-37.947,-74.886,4.3,35,2010-03
53.401,-165.386,3.6,25,2010-03
58.176,-155.333,2.7,8,2010-03
14.664,144.221,5,10,2010-03
14.659,144.288,4.6,10,2010-03
14.702,144.287,5,10,2010-03
-35.235,-72.121,4.2,35,2010-03
-36.174,-72.972,5,35,2010-03
-37.531,-73.549,4.7,35,2010-03
-35.05,-72.648,4.9,44,2010-03
-34.393,-72.034,4.4,39,2010-03
-35.067,-71.922,4.5,35,2010-03
35.621,-96.983,2.2,5,2010-03
14.653,144.206,4.9,10,2010-03
14.663,144.262,4.9,10,2010-03
19.841,95.843,4.4,33,2010-03
-8.834,32.563,4.6,10,2010-03
-5.542,123.307,4.7,34,2010-03
-37.551,-73.485,4.7,31,2010-03
-37.468,-73.569,4.9,35,2010-03
-35.83,-73.078,4.4,35,2010-03
-35.92,-73.424,4.6,35,2010-03
59.775,-153.47,2.6,142,2010-03
-34.577,-73.649,4.6,35,2010-03
-36.882,-73.348,4,17,2010-03
63.146,-150.787,2.6,126,2010-03
-37.452,-73.629,4.2,35,2010-03
-34.017,-73.157,4.5,35,2010-03
-36.946,-73.322,4.5,43,2010-03
-34.103,-73.404,4.6,23,2010-03
-36.967,-73.634,4.5,36,2010-03
-5.9,130.684,4.3,35,2010-03
61.016,-151.199,2.6,68,2010-03
-35.011,-74.648,4.3,35,2010-03
9.617,126.353,4.4,35,2010-03
-34.674,-72.387,4.8,35,2010-03
-34.342,-73.823,4.6,17,2010-03
33.992,-118.352,2.2,11,2010-03
-33.166,-72.064,5.1,18,2010-03
19.06,-67.666,2.8,2,2010-03
-5.494,133.861,4.2,35,2010-03
36.813,-121.535,3.6,5,2010-03
-16.24,-115.296,6.3,14,2010-03
36.817,-121.536,2.8,5,2010-03
-34.997,-71.96,4.5,35,2010-03
11.284,140.601,5.1,66,2010-03
19.175,-66.438,2.9,20,2010-03
26.006,128.243,4.5,16,2010-03
-33.787,-72.51,4.5,35,2010-03
-35.786,-73.191,4,35,2010-03
61.891,-147.907,2.6,24,2010-03
-35.535,-72.365,4,35,2010-03
-34.566,-73.587,4.3,19,2010-03
-35.595,-73.021,4.4,35,2010-03
-34.756,-72.593,4.3,35,2010-03
-36.872,-73.699,4.5,38,2010-03
-34.131,-71.311,4.5,33,2010-03
-35.554,-73.234,4.7,35,2010-03
-35.672,-72.834,4.7,35,2010-03
-37.947,-73.413,4.9,24,2010-03
-34.908,-71.779,4.6,45,2010-03
-8.154,118.214,4.1,15,2010-03
-34.348,-72.141,4.7,35,2010-03
-36.546,-73.562,4.1,28,2010-03
-37.99,-73.3,5.8,26,2010-03
58.242,-152.209,4.6,51,2010-03
15.852,147.549,5,19,2010-03
-38.046,-73.5,5,21,2010-03
-34.669,-71.947,4.3,35,2010-03
-36.934,-73.325,4.4,30,2010-03
-34.978,-72.658,4.8,35,2010-03
-38.393,-73.681,4.5,35,2010-03
51.595,-175.95,4.2,60,2010-03
-33.591,-72.179,4.2,35,2010-03
-34.608,-71.906,5.1,35,2010-03
-34.541,-72.642,4,35,2010-03
56.226,163.791,4.3,35,2010-03
-38.014,-73.321,4.6,35,2010-03
-34.109,-71.977,5.6,9,2010-03
63.214,-150.659,4.6,131,2010-03
-36.156,-73.042,5.4,24,2010-03
-35.402,-72.114,4.7,35,2010-03
-32.847,-72.734,4.2,35,2010-03
-38.047,-73.595,4.4,35,2010-03
-37.588,-73.9,4.6,35,2010-03
9.978,125.99,4.1,35,2010-03
38.864,39.986,6.1,12,2010-03
-38.063,-73.389,4.9,40,2010-03
38.87,40.232,4.4,5,2010-03
-35.999,-73.391,4.8,35,2010-03
36.06,-117.881,3.3,2,2010-03
-35.131,-72.945,4.6,35,2010-03
-33.233,-71.906,5,35,2010-03
19.044,-66.608,3,48,2010-03
-38.572,-73.587,4.5,35,2010-03
-18.14,-173.831,4.7,35,2010-03
33.316,-116.376,1.9,7,2010-03
19.209,-66.49,2.9,7,2010-03
36.061,-117.883,3.2,2,2010-03
65.58,-144.021,2.6,14,2010-03
-34.195,-73.094,4.6,35,2010-03
36.057,-117.885,2.9,2,2010-03
38.709,40.051,5.6,10,2010-03
-35.273,-72.918,4.6,35,2010-03
54.471,-161.617,2.5,4,2010-03
-33.781,-72.002,5.1,28,2010-03
38.736,40.076,4.6,5,2010-03
-35.497,-72.301,4.6,35,2010-03
-35.259,-72.501,4.4,35,2010-03
38.761,40.062,4.9,5,2010-03
23.334,120.654,4.3,35,2010-03
-33.821,-72.134,4.9,25,2010-03
19.335,144.703,6.1,457,2010-03
60.739,-151.409,2.6,63,2010-03
42.163,-83.07,2.5,18,2010-03
-34.876,-72.606,4.9,35,2010-03
38.828,40.119,5.2,5,2010-03
-33.755,-72.211,4.9,2,2010-03
43.891,147.084,4.5,99,2010-03
38.776,40.143,5,5,2010-03
18.643,145.72,4.6,228,2010-03
-21.946,-65.762,4.7,246,2010-03
25.396,128.36,4.6,10,2010-03
-33.712,-72.198,4.9,35,2010-03
-36.898,-73.463,4.4,35,2010-03
60.231,-151.05,2.7,63,2010-03
20.426,-105.915,4,10,2010-03
-34.533,-73.82,5,34,2010-03
38.412,22.287,4.5,38,2010-03
-34.582,-71.58,5.1,39,2010-03
17.889,119.958,4.2,39,2010-03
-10.275,161.211,4.1,83,2010-03
-36.466,-73.245,4.7,35,2010-03
-35.384,-73.3,4.6,32,2010-03
-35.297,-72.634,4.4,35,2010-03
38.677,40.05,4.6,10,2010-03
-36.086,-73.029,4.3,35,2010-03
53.946,-164.873,3.1,60,2010-03
-35.149,-72.695,4.6,35,2010-03
-32.659,-71.69,4.1,12,2010-03
-35.947,-73.255,5,35,2010-03
-32.669,-71.816,4.7,23,2010-03
-32.66,-71.644,5,21,2010-03
53.199,-168.732,2.7,104,2010-03
-32.752,-71.825,4.4,10,2010-03
-25.712,-66.617,5.8,10,2010-03
20.189,122.089,4.8,8,2010-03
20.194,122.195,4.2,14,2010-03
-32.595,-71.641,5.4,23,2010-03
22.818,120.692,4.1,10,2010-03
-32.613,-71.613,5.3,22,2010-03
-32.633,-71.721,5,23,2010-03
-32.714,-71.827,5.1,7,2010-03
61.655,-149.895,2.7,39,2010-03
-35.862,-73.338,4.9,22,2010-03
-33.307,-72.044,4.2,35,2010-03
30.288,140.963,4.5,112,2010-03
-33.195,-71.929,4.4,11,2010-03
-35.356,-72.855,4.6,26,2010-03
-26.005,-66.688,4.4,10,2010-03
-38.463,-73.569,4.2,35,2010-03
-32.548,-71.595,4.3,35,2010-03
4.575,95.695,4.3,97,2010-03
-23.867,-176.762,4.5,85,2010-03
-35.71,-72.879,4.2,35,2010-03
-36.018,177.527,4.1,209,2010-03
-32.569,-71.631,5,28,2010-03
28.946,-98.039,3,5,2010-03
0.609,126.291,4.8,61,2010-03
59.712,-152.721,2.9,93,2010-03
-25.82,-66.813,4.8,63,2010-03
34.188,-117.391,2.4,14,2010-03
38.87,23.64,4.3,25,2010-03
61.229,-151.456,2.5,75,2010-03
38.857,23.56,4.6,33,2010-03
-38.487,-73.639,4.6,35,2010-03
54.353,159.917,4.4,103,2010-03
32.994,-116.359,4,5,2010-03
19.846,-155.364,4.4,31,2010-03
32.993,-116.3,2,5,2010-03
23.04,120.739,4.5,10,2010-03
23.994,120.817,4.5,10,2010-03
-37.103,-73.321,4.8,10,2010-03
11.23,125.458,5.1,78,2010-03
38.741,40.136,4.1,5,2010-03
-37.056,-72.748,4.5,35,2010-03
-34.53,-71.817,4.7,12,2010-03
38.882,40.257,4,5,2010-03
36.064,-117.882,3.3,2,2010-03
26.108,128.591,4,16,2010-03
14.601,52.179,4.2,10,2010-03
25.904,128.422,4.3,10,2010-03
-28.232,-177.922,4.6,35,2010-03
36.059,-117.891,3,0,2010-03
-6.144,103.458,4.5,35,2010-03
44.265,-129.082,3.7,10,2010-03
-34.277,-72.171,4,35,2010-03
40.289,-124.403,2.8,0,2010-03
-37.496,-73.326,4.9,30,2010-03
-37.509,-73.581,4.6,35,2010-03
-33.978,-71.886,4.5,35,2010-03
-23.612,-179.868,4.9,521,2010-03
60.476,-150.932,2.6,52,2010-03
51.489,-173.531,5.9,35,2010-03
18.757,-64.473,3,60,2010-03
51.482,-173.529,4.6,35,2010-03
51.591,-173.529,4.5,35,2010-03
60.015,-151.432,2.5,45,2010-03
61.617,-151.477,3.3,81,2010-03
51.962,-173.329,3.5,35,2010-03
-3.993,129.22,4.2,52,2010-03
51.58,-173.442,3.5,42,2010-03
-37.962,-73.331,4.4,38,2010-03
-6.903,155.239,4.3,25,2010-03
-33.653,-71.367,3.6,25,2010-03
36.06,-117.873,3.7,2,2010-03
33.421,-119.147,3,11,2010-03
-35.311,-73.093,4.6,35,2010-03
-6.878,155.083,4.3,35,2010-03
51.859,-173.172,3.4,21,2010-03
-35.824,-73.235,4.7,35,2010-03
52.691,-166.616,2.5,11,2010-03
-32.669,-71.669,4.9,21,2010-03
66.217,-142.206,2.6,8,2010-03
-38.502,-73.441,4.6,35,2010-03
-34.765,-73.949,5,35,2010-03
-33.855,-72.324,4.9,36,2010-03
30.655,83.773,4.2,40,2010-03
52.227,-173.296,3.2,35,2010-03
4.92,127.049,4.6,102,2010-03
-6.334,154.895,4.6,95,2010-03
54.68,-161.256,2.7,13,2010-03
-33.805,-71.415,4.9,11,2010-03
31.83,-115.817,3.9,3,2010-03
51.685,-173.551,4.7,49,2010-03
-43.185,-75.805,4.8,25,2010-03
-58.502,-26.405,4.4,134,2010-03
12.287,-88.163,4.4,2,2010-03
-34.777,-72.447,4.3,30,2010-03
18.862,-65.62,2.8,19,2010-03
-33.744,-71.438,4.2,48,2010-03
-25.8,-66.879,4.3,43,2010-03
-36.981,-72.718,5.4,32,2010-03
7.228,126.65,4.3,74,2010-03
25.913,128.463,4.3,10,2010-03
36.123,-89.735,2.6,8,2010-03
-37.156,-73.681,4.8,36,2010-03
-37.383,-73.676,4.4,35,2010-03
36.061,-117.87,3,2,2010-03
-18.526,168.951,5,226,2010-03
35.599,-96.769,3.1,5,2010-03
51.52,-173.468,4.9,43,2010-03
19.212,-64.977,3.2,1,2010-03
23.348,123.266,4.7,10,2010-03
19.21,-64.973,3.1,4,2010-03
47.685,-70.103,3.1,10,2010-03
-35.547,-72.665,4,35,2010-03
52.731,-166.824,2.5,11,2010-03
-35.375,-73.119,4,35,2010-03
-35.291,-73.487,4.9,35,2010-03
51.647,-173.437,4.9,51,2010-03
-23.569,-179.925,4.6,534,2010-03
7.128,-34.307,5.2,10,2010-03
-34.745,-72.688,4.3,35,2010-03
18.818,-64.374,2.5,44,2010-03
-34.992,-73.831,5.1,35,2010-03
-36.699,-73.189,5.1,27,2010-03
-36.934,-73.498,5.2,35,2010-03
33.25,-116.685,3,5,2010-03
-33.32,-72.129,4.5,35,2010-03
46.615,131.607,4.5,37,2010-03
-35.797,-73.113,4.4,35,2010-03
19.456,-155.259,2.5,2,2010-03
-33.562,-72.298,5.5,35,2010-03
-33.288,-72.228,4.7,35,2010-03
-34.657,-72.264,4.2,35,2010-03
42.106,141.217,4.6,105,2010-03
60.235,-152.884,3.8,135,2010-03
45.732,-74.452,3.3,18,2010-03
51.445,-173.483,4.7,35,2010-03
42.772,20.561,4.6,10,2010-03
-37.465,-72.134,4.1,21,2010-03
-38.427,-73.717,4.8,13,2010-03
55.006,160.497,4.1,10,2010-03
36.426,86.966,4.6,10,2010-03
18.181,-67.636,2.8,7,2010-03
-38.093,-74.906,4.9,22,2010-03
-37.896,-74.475,4.8,30,2010-03
33.469,-118.263,2.8,1,2010-03
37.903,-122.124,2.1,11,2010-03
60.216,-152.392,3.6,80,2010-03
14.151,-92.887,4.3,21,2010-03
-34.24,-72.548,4.2,24,2010-03
-36.545,177.205,4.5,207,2010-03
-36.816,-73.46,4.4,20,2010-03
2,124.93,4.3,170,2010-03
-12.68,-76.68,4.2,66,2010-03
-37.676,-73.637,4.3,25,2010-03
-33.842,-72.42,4.5,35,2010-03
43.373,147.777,4.4,49,2010-03
18.669,-65.751,3,71,2010-03
-36.947,-74.759,4.1,35,2010-03
53.25,-166.834,3.1,49,2010-03
-35.595,-72.958,4.9,37,2010-03
38.805,-122.81,3,2,2010-03
33.25,-116.68,3.5,5,2010-03
50.631,-173.09,3.2,10,2010-03
-37.139,-73.665,4.1,35,2010-03
34.428,-119.98,2.5,10,2010-03
17.844,-66.826,2.5,7,2010-03
51.594,177.567,4.4,57,2010-03
-33.117,-71.88,4.5,35,2010-03
34.419,-119.981,2.9,6,2010-03
-33.877,-71.456,3.6,41,2010-03
19.744,-71.585,4.2,10,2010-03
-57.285,-27.931,5.6,307,2010-03
-35.421,-73.262,4.5,35,2010-03
60.221,-153.891,2.6,206,2010-03
12.172,-86.779,4.6,153,2010-03
50.967,179.969,2.9,20,2010-03
-37.417,-73.644,4.4,35,2010-03
-34.084,-72.153,4.6,35,2010-03
-38.007,-73.146,4.6,35,2010-03
35.378,-98.046,3,5,2010-03
35.398,-98.07,2.8,2,2010-03
35.4,-98.1,2.7,5,2010-03
35.384,-98.06,2.7,2,2010-03
-34.329,-71.866,5.1,35,2010-03
35.401,-98.06,3,5,2010-03
2.45,128.409,4.2,35,2010-03
-35.214,-72.072,4.2,35,2010-03
51.536,-173.48,4.6,41,2010-03
-15.348,-173.373,5.1,34,2010-03
-37.173,-73.768,4.8,35,2010-03
-37.259,-73.512,5.1,41,2010-03
-37.249,-73.603,4.6,35,2010-03
-31.688,179.684,4.8,447,2010-03
-34.306,-71.996,4,33,2010-03
-34.368,-73.368,4.1,35,2010-03
35.388,-98.078,2.9,3,2010-03
-5.959,130.878,4.9,104,2010-03
-35.006,-73.825,4.3,35,2010-03
-34.29,-71.891,6.9,11,2010-03
-34.255,-71.674,5.2,35,2010-03
-34.326,-71.799,6.7,18,2010-03
-34.614,-71.99,5.6,35,2010-03
-34.47,-72.004,6,31,2010-03
-37.184,-74.588,4.8,35,2010-03
31.84,-115.795,3.6,2,2010-03
-34.6,-71.698,4.3,35,2010-03
-34.245,-71.866,5.3,23,2010-03
-34.344,-71.728,5,27,2010-03
-34.404,-71.832,4.5,26,2010-03
-34.266,-71.692,4.4,35,2010-03
-34.4,-71.978,4.6,22,2010-03
-34.507,-72.124,5,12,2010-03
-34.3,-71.763,4.5,12,2010-03
-34.187,-72.414,4.3,35,2010-03
-34.383,-71.803,4.9,32,2010-03
-32.622,152.252,3.3,0,2010-03
-34.406,-71.797,4.3,39,2010-03
-33.787,-73.004,4.2,4,2010-03
-34.431,-72.178,4.2,35,2010-03
-34.393,-71.802,5.3,39,2010-03
-34.623,-71.925,4.8,35,2010-03
-34.293,-71.906,5.2,17,2010-03
-34.245,-72.145,4.3,35,2010-03
-34.299,-72.021,4,15,2010-03
59.821,-153.548,3.3,145,2010-03
-34.478,-72.18,4.2,21,2010-03
-34.436,-71.995,4.9,5,2010-03
-34.469,-71.978,5,35,2010-03
30.67,141.663,4.6,12,2010-03
-34.404,-72.045,4.5,35,2010-03
-34.399,-72.274,4,38,2010-03
-34.356,-71.892,4.8,13,2010-03
53.123,-167.141,3.1,47,2010-03
-34.346,-71.976,5.4,33,2010-03
-35.335,-72.236,4.2,35,2010-03
-33.716,-73.758,4.4,35,2010-03
-34.325,-71.957,4,35,2010-03
-34.381,-71.979,5.6,8,2010-03
-34.508,-71.888,4.3,35,2010-03
-34.439,-71.961,4.8,6,2010-03
-7.439,128.146,5.1,178,2010-03
32.692,-116.065,3.4,3,2010-03
-37.741,-73.495,4.4,36,2010-03
-34.48,-71.821,4.2,15,2010-03
-34.416,-72.006,5.2,9,2010-03
39.852,-121.659,2.8,12,2010-03
-38.44,-73.211,4.6,36,2010-03
61.027,-147.032,3.3,10,2010-03
-37.705,-73.651,5.3,24,2010-03
-34.989,-72.343,4.1,35,2010-03
-37.711,-73.371,4.9,42,2010-03
-23.709,-175.802,5.3,14,2010-03
35.475,-98.123,3.4,6,2010-03
-34.332,-71.969,4.3,36,2010-03
-34.542,-71.602,4.1,35,2010-03
-34.351,-72.041,4.2,28,2010-03
-34.601,-71.941,4.4,10,2010-03
-34.417,-71.985,5,7,2010-03
-34.642,-72.195,4.3,9,2010-03
36.432,23.489,4.2,68,2010-03
-34.356,-72.064,4.3,35,2010-03
-34.567,-72.298,4.2,27,2010-03
54.162,-163.182,2.5,25,2010-03
-34.317,-71.996,4.3,11,2010-03
4.273,122.946,4.6,587,2010-03
-29.651,-177.664,4.3,48,2010-03
-35.027,-72.027,4.4,31,2010-03
17.528,-93.477,4.6,223,2010-03
-37.138,-72.944,4.7,35,2010-03
-34.349,-71.875,4.8,19,2010-03
-9.195,157.598,5.3,35,2010-03
44.391,-129.231,4.1,10,2010-03
-23.768,179.993,4.4,531,2010-03
14.433,145.646,4,108,2010-03
-0.624,133.234,4.3,34,2010-03
-34.762,-72.018,4.3,35,2010-03
35.53,-97.381,1.7,0,2010-03
58.793,-150.621,3.4,29,2010-03
43.944,147.922,4.7,52,2010-03
-34.68,-72.09,4.5,19,2010-03
-34.488,-71.823,5,22,2010-03
52.756,-162.384,3.1,18,2010-03
-55.664,-26.935,4.4,35,2010-03
-34.501,-72.111,4.5,35,2010-03
-36.143,-73.497,4.5,35,2010-03
-34.346,-71.978,4.8,33,2010-03
-20.168,-173.11,4.8,35,2010-03
-34.341,-71.999,4.9,35,2010-03
35.991,139.953,4.5,45,2010-03
53.925,-163.498,2.8,37,2010-03
-36.286,-73.322,4.6,35,2010-03
0.401,123.447,4.6,282,2010-03
35.658,-97.222,2.7,4,2010-03
-34.354,-71.991,4.5,39,2010-03
-35.113,-72.103,3.9,32,2010-03
-35.848,-72.25,4.8,35,2010-03
-34.512,-71.834,4.7,17,2010-03
19.182,-66.249,3.1,30,2010-03
-34.394,-71.958,4.8,10,2010-03
66.902,-154.686,2.5,3,2010-03
-35.778,-72.737,4.2,35,2010-03
40.187,-121.331,3.6,9,2010-03
-37.695,-73.786,4.5,35,2010-03
-34.362,-72.114,4.7,31,2010-03
-38.124,-72.385,4.8,21,2010-03
-35.732,-72.908,4,35,2010-03
-37.505,-73.691,4.7,30,2010-03
-34.377,-72.014,4.3,33,2010-03
35.58,27.21,4.2,31,2010-03
-34.482,-71.851,4.1,35,2010-03
-34.502,-71.986,4.3,14,2010-03
-17.908,35.036,4.4,10,2010-03
-34.216,-72.048,4.2,35,2010-03
-33.584,-71.974,4.2,5,2010-03
-34.332,-72.032,4.9,35,2010-03
-36.946,-73.009,4,35,2010-03
-34.379,-72.155,4.3,31,2010-03
11.262,-86.105,4.7,8,2010-03
-37.481,-73.499,4.7,35,2010-03
46.682,152.674,5.1,38,2010-03
-37.538,-73.608,4,35,2010-03
-58.708,-25.667,5,35,2010-03
-38.145,-73.704,4.4,35,2010-03
-37.517,-73.546,4,35,2010-03
-34.524,-71.92,4,35,2010-03
3.951,128.531,4.7,35,2010-03
40.746,-125.434,3.3,22,2010-03
-34.33,-71.995,4.2,33,2010-03
19.417,-155.311,2.7,5,2010-03
-34.337,-71.942,5,36,2010-03
18.115,-65.432,3,2,2010-03
-34.233,-71.917,5.8,7,2010-03
-34.311,-71.806,4.2,35,2010-03
18.019,40.069,4.3,10,2010-03
-0.847,99.943,4.8,77,2010-03
34.898,141.595,5.2,15,2010-03
18.056,39.934,4.4,10,2010-03
1.356,97.085,4.6,35,2010-03
54.524,-161.534,2.6,17,2010-03
-37.946,-73.933,4.5,35,2010-03
36.582,70.371,4.2,187,2010-03
44.379,-129.376,4.2,10,2010-03
28.592,142.64,5,29,2010-03
46.937,141.729,4.5,13,2010-03
-34.475,-71.634,4.8,35,2010-03
42.615,-111.034,2.2,5,2010-03
-37.342,-73.52,4.8,42,2010-03
44.255,-129.332,4.3,10,2010-03
-35.787,-72.852,4.4,35,2010-03
-35.488,-73.092,4.1,35,2010-03
23.062,94.623,5.5,102,2010-03
-37.43,-73.649,4.7,19,2010-03
-34.393,-71.918,4.1,10,2010-03
-37.539,-73.502,4.4,35,2010-03
-34.383,-71.945,4.5,5,2010-03
-34.787,-67.67,4.7,14,2010-03
53.188,-161.704,2.8,29,2010-03
-0.141,125.514,4.4,9,2010-03
-34.414,-71.964,4.4,20,2010-03
-34.487,-71.775,4.7,35,2010-03
-34.512,-71.945,4.5,15,2010-03
-38.17,-73.809,4.8,22,2010-03
13.904,144.837,4.6,132,2010-03
2.192,133.02,5.9,10,2010-03
-33.866,-71.861,4.8,35,2010-03
-36.685,-73.612,5.1,15,2010-03
-36.725,-73.5,5.3,30,2010-03
44.218,-129.354,5,10,2010-03
-38.22,-73.675,4.4,35,2010-03
44.249,-129.457,4.2,10,2010-03
-34.17,-73.237,4.8,13,2010-03
44.179,-129.326,4,10,2010-03
-34.436,-72.112,4.1,12,2010-03
-34.392,-71.931,5.2,3,2010-03
-4.14,142.944,4.9,35,2010-03
-33.482,-71.855,4.4,41,2010-03
-35.504,-72.865,4.6,32,2010-03
15.007,96.321,4.7,35,2010-03
35.387,-98.113,3.1,5,2010-03
52.507,-166.93,2.6,25,2010-03
-37.279,-73.505,4.8,35,2010-03
-35.765,-73.187,4.2,35,2010-03
53.619,-165.076,3,52,2010-03
35.792,30.97,4.1,12,2010-03
-37.551,-73.465,5.8,35,2010-03
-37.552,-73.494,4.7,35,2010-03
-37.314,-73.106,4.4,35,2010-03
-22.115,-179.66,4.9,617,2010-03
18.996,-66.366,3.3,45,2010-03
-36.368,-73.075,4.2,35,2010-03
-34.296,-72.335,4.1,35,2010-03
-34.448,-71.864,4.4,35,2010-03
37.594,141.299,5.6,76,2010-03
51.851,176.755,2.9,67,2010-03
-34.303,-72.173,4.2,35,2010-03
1.335,97.201,5.8,35,2010-03
-34.56,-71.747,5.1,36,2010-03
32.991,-116.358,4.4,5,2010-03
-34.137,-69.708,4.9,25,2010-03
34.292,75.71,4.7,56,2010-03
-37.038,-73.292,4.7,36,2010-03
28.622,142.771,4.4,18,2010-03
-16.181,-69.682,4.1,191,2010-03
43.136,-126.591,2.7,10,2010-03
-16.83,-173.028,4.8,15,2010-03
-37.286,-73.784,4.6,35,2010-03
-11.158,161.56,4.7,1,2010-03
-32.666,-179.268,4.7,67,2010-03
-36.339,-73.466,4.3,35,2010-03
-34.388,-71.817,4,10,2010-03
-5.19,132.48,4.3,38,2010-03
6.844,-72.921,4.6,153,2010-03
1.244,97.094,4.1,37,2010-03
-45.501,166.642,4.7,7,2010-03
-36.825,-73.702,5,37,2010-03
53.558,-165.079,3,33,2010-03
18.188,-66.152,2.8,77,2010-03
-41.541,85.871,4.6,10,2010-03
53.566,-165.078,2.8,35,2010-03
52.785,160.356,5.2,22,2010-03
-33.608,-72.319,4,35,2010-03
39.24,-123.198,2,2,2010-03
52.52,-168.685,2.7,15,2010-03
-34.362,-72.034,4.5,11,2010-03
-16.699,177.3,4.6,10,2010-03
-34.727,-71.827,4.4,37,2010-03
18.791,-64.732,3,112,2010-03
-1.692,128.134,6.4,53,2010-03
-34.59,-71.862,4.9,30,2010-03
42.019,141.203,4.5,102,2010-03
28.567,142.757,4.8,3,2010-03
8.756,92.296,4.7,37,2010-03
12.822,-88.814,4.7,35,2010-03
50.083,178.805,2.8,10,2010-03
54.146,-164.181,3.6,66,2010-03
-37.71,-73.681,4.6,35,2010-03
59.967,-151.866,2.2,48,2010-03
-25.588,-177.475,4.6,157,2010-03
-28.127,-70.399,4.5,78,2010-03
59.76,-153.117,2.7,103,2010-03
-35.08,-74.097,4.4,24,2010-03
34.5,32,3.6,22,2010-03
-36.263,-73.353,4.1,35,2010-03
-38.349,-73.475,4.8,35,2010-03
38.837,-122.824,2.5,2,2010-03
31.677,76.105,4.5,30,2010-03
33.424,140.843,4.8,60,2010-03
53.992,-163.522,2.6,25,2010-03
-38.089,-73.821,4.4,35,2010-03
-33.92,-72.938,4.8,35,2010-03
-34.227,-71.768,5.4,35,2010-03
56.075,-152.196,3.8,1,2010-03
37.745,141.59,6.5,32,2010-03
0.929,99.467,4.8,26,2010-03
-41.212,85.64,4.8,10,2010-03
60.193,-152.992,2.8,113,2010-03
-37.192,-73.492,4.8,37,2010-03
-19.861,-69.014,4.6,107,2010-03
18.416,-64.988,2.8,42,2010-03
43.976,-129.715,3.1,10,2010-03
8.641,126.337,4.9,86,2010-03
35.781,141.309,4.4,25,2010-03
-34.598,-71.774,4.8,35,2010-03
67.661,-159.61,3.2,6,2010-03
-45.439,166.582,4.1,5,2010-03
56.892,123.029,4.1,10,2010-03
-38.502,-73.653,5.3,23,2010-03
-35.134,-73.01,4.1,35,2010-03
-38.438,-73.596,5,35,2010-03
-36.604,-72.985,4.5,10,2010-03
-6.351,155.269,4.7,303,2010-03
-34.332,-71.934,4.4,22,2010-03
38.82,-122.792,2.9,3,2010-03
-33.338,-179.132,5.1,32,2010-03
-37.334,-73.675,4.5,35,2010-03
12.205,-88.02,4.5,47,2010-03
-34.059,-72.29,4.5,11,2010-03
-34.358,-72.089,4.8,33,2010-03
5.18,127.229,4.9,117,2010-03
35.303,74.498,5.2,43,2010-03
-34.932,-72.565,5,32,2010-03
-37.851,-73.546,4.8,35,2010-03
-38.526,-73.534,5.6,13,2010-03
18.117,-65.372,3,3,2010-03
-38.397,-73.744,4.8,35,2010-03
-38.442,-73.586,4.9,6,2010-03
-38.374,-73.692,4.6,35,2010-03
-2.749,83.683,5.8,10,2010-03
38.668,-122.883,2.3,3,2010-03
-33.871,-71.917,4.8,8,2010-03
-7.091,67.978,5.4,10,2010-03
-58.417,-23.567,5.6,40,2010-03
-8.097,122.64,4.7,203,2010-03
44.405,-129.103,4.3,10,2010-03
-34.376,-72.035,5.1,32,2010-03
19.113,-66.418,3,28,2010-03
5.01,94.736,4.4,45,2010-03
-35.103,-72.334,4.9,12,2010-03
28.705,128.503,4.6,56,2010-03
51.717,-177.143,4.1,68,2010-03
28.689,128.36,4.9,54,2010-03
19.127,-66.403,3,25,2010-03
18.889,-66.342,2.8,61,2010-03
17.494,-95.088,4,135,2010-03
51.903,-177.532,2.7,94,2010-03
38.623,72.149,4.4,61,2010-03
18.382,-67.712,2.6,6,2010-03
-21.328,-68.466,4.4,122,2010-03
-15.224,-69.731,3.8,35,2010-03
-38.469,175.818,4,171,2010-03
18.983,-65.472,2.9,43,2010-03
18.971,-65.475,2.9,41,2010-03
19.023,-65.496,3.2,4,2010-03
28.791,128.45,5.2,35,2010-03
19.031,-65.475,3.2,18,2010-03
-35.694,-72.394,4.1,35,2010-03
62.205,-148.829,3.1,2,2010-03
28.797,128.57,4.2,47,2010-03
-35.802,-73.158,6.2,14,2010-03
-35.593,-72.8,4.7,35,2010-03
-9.324,118.317,4.5,91,2010-03
-35.892,-73.419,4.4,35,2010-03
-35.789,-73.211,4.8,35,2010-03
-36.075,-73.178,5,35,2010-03
44.207,-129.384,4.8,10,2010-03
38.815,-122.823,3,2,2010-03
28.764,128.524,4.5,35,2010-03
63.279,-145.147,3.4,8,2010-03
54.664,-156.903,3.7,7,2010-03
-34.656,-72.655,4.3,24,2010-03
-37.464,-73.542,4.5,35,2010-03
-8.104,67.905,4.1,10,2010-03
-41.439,-89.251,4.6,10,2010-03
18.989,-69.68,4.8,118,2010-03
-38.263,-75.01,4.4,35,2010-03
-37.053,-72.727,4.2,35,2010-03
4.444,96.556,4.5,38,2010-03
-18.122,-69.614,4.7,134,2010-03
60.01,-153.457,2.6,133,2010-03
25.908,128.397,4.1,6,2010-03
1.187,97.135,4.8,36,2010-03
25.405,128.444,4.8,10,2010-03
-1.419,101.034,4.6,40,2010-03
13.518,-89.299,4,42,2010-03
