lat,lon,value
38.5,140.4,1
38.5,15,1
38.5,20.6,1
38.5,22.5,2
38.5,23.6,1
38.5,27.1,2
38.5,27.2,4
38.5,33.8,1
38.5,38.2,6
38.5,89.9,1
38.5,90.3,1
38.6,-0.1,5
38.6,-0.5,1
38.6,-0.6,3
38.6,-0.9,1
38.6,-1.1,1
38.6,-109.5,1
38.6,-109.6,7
38.6,-112.2,1
38.6,-118.6,1
38.6,-121,1
38.6,-121.1,2
38.6,-121.2,9
38.6,-121.3,149
38.6,-121.4,60
38.6,-121.5,2488
38.6,-121.6,36
38.6,-121.7,10
38.6,-121.8,2
38.6,-122.2,1
38.6,-122.4,2
38.6,-122.6,14
38.6,-122.8,2
38.6,-122.9,35
38.6,-75.1,1
38.6,-75.2,4
38.6,-75.3,9
38.6,-75.6,10
38.6,-75.9,1
38.6,-76.1,11
38.6,-76.6,7
38.6,-76.8,1
38.6,-76.9,81
38.6,-77,12
38.6,-77.1,8
38.6,-77.2,3
38.6,-77.3,66
38.6,-77.4,4
38.6,-77.8,3
38.6,-78.7,3
38.6,-8.2,2
38.6,-8.9,4
38.6,-80.8,1
38.6,-82.2,1
38.6,-82.7,2
38.6,-82.8,5
38.6,-82.9,1
38.6,-83.8,6
38.6,-84.6,1
38.6,-84.8,1
38.6,-85.8,2
38.6,-86.1,2
38.6,-86.6,75
38.6,-89,17
38.6,-89.4,1
38.6,-89.5,1
38.6,-89.6,1
38.6,-89.8,1
38.6,-89.9,16
38.6,-9,2
38.6,-9.1,8
38.6,-9.2,4
38.6,-90,22
38.6,-90.1,6
38.6,-90.2,3881
38.6,-90.3,91
38.6,-90.4,50
38.6,-90.5,40
38.6,-90.6,33
38.6,-90.9,1
38.6,-91,8
38.6,-91.1,1
38.6,-92.2,75
38.6,-92.3,2
38.6,-92.6,1
38.6,-94.2,2
38.6,-94.3,1
38.6,-94.7,3
38.6,-94.9,7
38.6,-95.3,9
38.6,-97.7,1
38.6,0,1
38.6,121.5,1
38.6,22.6,1
38.6,23.7,1
38.6,43.6,23
38.6,45,1
38.6,75.2,1
38.6,90,1
38.6,90.4,1
38.7,-0.5,6
38.7,-104.7,9
38.7,-104.8,1
38.7,-108.1,6
38.7,-109,1
38.7,-120.1,6
38.7,-120.7,1
38.7,-120.8,30
38.7,-120.9,6
38.7,-121,14
38.7,-121.1,49
38.7,-121.2,149
38.7,-121.3,299
38.7,-121.4,53
38.7,-121.5,22
38.7,-121.6,2
38.7,-121.7,2
38.7,-121.8,48
38.7,-121.9,1
38.7,-122,2
38.7,-122.1,1
38.7,-122.8,1
38.7,-122.9,1
38.7,-123.3,1
38.7,-6.4,5
38.7,-7.1,1
38.7,-75.1,23
38.7,-75.2,5
38.7,-75.3,1
38.7,-75.4,7
38.7,-75.5,1
38.7,-75.6,3
38.7,-76.1,1
38.7,-76.5,4
38.7,-76.6,2
38.7,-76.7,3
38.7,-76.8,7
38.7,-76.9,15
38.7,-77,55
38.7,-77.1,36
38.7,-77.2,143
38.7,-77.3,35
38.7,-77.4,10
38.7,-77.5,19
38.7,-77.6,6
38.7,-77.7,1
38.7,-77.8,36
38.7,-78.5,2
38.7,-8.4,1
38.7,-80.7,1
38.7,-81.5,5
38.7,-82.6,5
38.7,-82.9,3
38.7,-83,22
38.7,-83.8,1
38.7,-84.6,4
38.7,-84.7,1
38.7,-84.9,1
38.7,-85.2,3
38.7,-85.4,18
38.7,-85.5,6
38.7,-85.8,4
38.7,-86.4,5
38.7,-86.6,1
38.7,-87.2,6
38.7,-87.5,17
38.7,-87.7,9
38.7,-88.1,7
38.7,-88.5,3
38.7,-89.7,8
38.7,-89.9,8
38.7,-9,7
38.7,-9.1,34
38.7,-9.2,1415
38.7,-9.3,36
38.7,-9.4,45
38.7,-90,46
38.7,-90.1,31
38.7,-90.2,48
38.7,-90.3,76
38.7,-90.4,363
38.7,-90.5,13
38.7,-90.6,43
38.7,-90.7,9
38.7,-90.8,1
38.7,-91.4,3
38.7,-92.8,1
38.7,-93.2,13
38.7,-93.5,2
38.7,-94,2
38.7,-94.3,6
38.7,-94.4,3
38.7,-94.5,1
38.7,-94.8,7
38.7,-95,1
38.7,-95.8,2
38.7,-96,1
38.7,0.1,1
38.7,1.4,3
38.7,112.7,1
38.7,116.9,8
38.7,121.1,1
38.7,140.3,1
38.7,141.2,1
38.7,28.1,3
38.7,35.4,3
38.7,35.5,1
38.7,35.6,1
38.7,44,1
38.7,9.2,1
38.8,-0.4,1
38.8,-0.6,3
38.8,-104.7,6
38.8,-104.8,822
38.8,-104.9,1
38.8,-106.1,6
38.8,-109.7,14
38.8,-112.1,1
38.8,-120,1
38.8,-120.1,1
38.8,-120.4,1
38.8,-120.6,6
38.8,-121.1,1
38.8,-121.2,92
38.8,-121.3,42
38.8,-121.9,2
38.8,-122.6,4
38.8,-123,4
38.8,-7,1
38.8,-7.6,1
38.8,-75.1,34
38.8,-75.2,1
38.8,-75.3,4
38.8,-75.4,1
38.8,-75.6,1
38.8,-76.1,12
38.8,-76.2,2
38.8,-76.3,1
38.8,-76.5,1
38.8,-76.7,7
38.8,-76.8,49
38.8,-76.9,144
38.8,-77,685
38.8,-77.1,157
38.8,-77.2,140
38.8,-77.3,400
38.8,-77.4,65
38.8,-77.5,109
38.8,-77.6,51
38.8,-77.7,3
38.8,-77.8,1
38.8,-78.1,2
38.8,-78.6,1
38.8,-80.7,1
38.8,-81.7,4
38.8,-82.1,3
38.8,-82.2,10
38.8,-82.8,1
38.8,-82.9,1
38.8,-83,1
38.8,-83.5,4
38.8,-83.6,1
38.8,-83.9,1
38.8,-84.6,1
38.8,-84.9,1
38.8,-85.3,1
38.8,-85.4,1
38.8,-85.8,2
38.8,-87.2,1
38.8,-87.3,1
38.8,-88.1,1
38.8,-88.5,1
38.8,-88.8,1
38.8,-89.9,5
38.8,-9.1,16
38.8,-9.2,37
38.8,-9.3,4
38.8,-9.4,36
38.8,-9.5,2
38.8,-90,70
38.8,-90.1,8
38.8,-90.2,8
38.8,-90.3,57
38.8,-90.4,22
38.8,-90.5,124
38.8,-90.6,66
38.8,-90.7,12
38.8,-90.8,13
38.8,-90.9,17
38.8,-91.1,1
38.8,-91.2,2
38.8,-91.9,7
38.8,-92,2
38.8,-92.2,13
38.8,-92.3,2
38.8,-93.7,30
38.8,-93.8,2
38.8,-94.3,5
38.8,-94.4,1
38.8,-94.5,15
38.8,-94.6,2
38.8,-94.7,3
38.8,-94.8,2
38.8,-94.9,14
38.8,-95.2,12
38.8,-97.6,28
38.8,-98.4,1
38.8,0.1,1
38.8,116.9,18
38.8,117.5,1
38.8,121.2,1
38.8,139.8,1
38.8,141.1,1
38.8,16.2,1
38.8,20.7,1
38.8,21.4,1
38.8,21.7,1
38.8,21.8,1
38.8,76.9,1
38.8,77.1,1
38.8,90.4,1
38.9,-0.2,2
38.9,-104.6,3
38.9,-104.7,20
38.9,-104.8,21
38.9,-104.9,13
38.9,-107,8
38.9,-118.8,1
38.9,-119.7,1
38.9,-119.8,4
38.9,-120,46
38.9,-121,6
38.9,-121.1,40
38.9,-121.2,3
38.9,-121.3,40
38.9,-3.7,1
38.9,-6.4,1
38.9,-6.6,7
38.9,-7,28
38.9,-73.3,1
38.9,-74.9,15
38.9,-75,1
38.9,-75.4,13
38.9,-75.6,1
38.9,-75.8,4
38.9,-76.1,2
38.9,-76.3,4
38.9,-76.4,1
38.9,-76.5,4
38.9,-76.6,7
38.9,-76.7,38
38.9,-76.8,105
38.9,-76.9,184
38.9,-77,11980
38.9,-77.1,950
38.9,-77.2,300
38.9,-77.3,132
38.9,-77.4,104
38.9,-77.5,375
38.9,-77.6,1
38.9,-77.8,3
38.9,-78,1
38.9,-78.1,5
38.9,-78.2,24
38.9,-78.5,2
38.9,-79.8,4
38.9,-79.9,1
38.9,-80.6,1
38.9,-81.8,5
38.9,-82.4,2
38.9,-82.6,2
38.9,-83,4
38.9,-83.4,3
38.9,-83.9,1
38.9,-84.3,1
38.9,-84.4,1
38.9,-84.5,15
38.9,-84.6,10
38.9,-84.7,17
38.9,-85,1
38.9,-85.8,1
38.9,-86.1,1
38.9,-86.3,1
38.9,-86.5,16
38.9,-87.4,12
38.9,-89.4,14
38.9,-9,1
38.9,-9.1,2
38.9,-9.3,4
38.9,-90,6
38.9,-90.1,12
38.9,-90.2,26
38.9,-90.3,1
38.9,-90.9,3
38.9,-91,1
38.9,-91.2,1
38.9,-91.4,1
38.9,-91.5,1
38.9,-91.6,1
38.9,-91.9,1
38.9,-92.3,43
38.9,-92.4,7
38.9,-92.7,1
38.9,-94.2,1
38.9,-94.3,5
38.9,-94.4,19
38.9,-94.5,21
38.9,-94.6,41
38.9,-94.7,35
38.9,-94.8,118
38.9,-95.1,4
38.9,-95.2,2
38.9,-95.3,15
38.9,-97.2,2
38.9,-98.9,1
38.9,-99.3,13
38.9,-99.5,1
38.9,0.1,1
38.9,1.4,72
38.9,104.7,1
38.9,116.9,1
38.9,121.6,47
38.9,139.8,1
38.9,139.9,1
38.9,16.6,4
38.9,27.8,1
38.9,76.9,3
38.9,77,2
38.9,77.1,1
39,-0.1,20
39,-0.2,4
39,-0.6,2
39,-1.9,23
39,-104.5,1
39,-104.7,2
39,-104.8,7
39,-104.9,1
39,-105.1,7
39,-108.5,1
39,-112.3,4
39,-119.7,1
39,-119.8,22
39,-119.9,5
39,-120,41
39,-120.7,1
39,-120.8,1
39,-121,2
39,-121.1,2
39,-121.6,1
39,-122.6,10
39,-122.8,1
39,-122.9,5
39,-3.9,14
39,-5.8,1
39,-5.9,1
39,-74.8,13
39,-74.9,11
39,-75,2
39,-75.6,1
39,-76.1,1
39,-76.2,4
39,-76.3,6
39,-76.5,299
39,-76.6,6
39,-76.7,128
39,-76.8,62
39,-76.9,393
39,-77,523
39,-77.1,323
39,-77.2,38
39,-77.3,26
39,-77.4,335
39,-77.5,44
39,-77.6,1
39,-77.7,1
39,-78.2,1
39,-78.3,1
39,-78.4,7
39,-79.1,1
39,-8.5,1
39,-8.8,1
39,-80.2,16
39,-80.5,2
39,-82.2,1
39,-82.3,1
39,-82.5,2
39,-82.7,1
39,-83.9,3
39,-84.1,3
39,-84.2,12
39,-84.4,13
39,-84.5,32
39,-84.6,79
39,-84.7,24
39,-84.9,72
39,-85,2
39,-85.6,8
39,-85.9,22
39,-87.2,3
39,-87.7,8
39,-89.1,1
39,-9,2
39,-9.4,4
39,-90,1
39,-90.1,1
39,-90.2,10
39,-91,9
39,-92.3,583
39,-92.4,7
39,-92.5,1
39,-92.7,1
39,-92.8,1
39,-93.1,1
39,-94,3
39,-94.2,13
39,-94.3,52
39,-94.4,28
39,-94.5,32
39,-94.6,59
39,-94.7,351
39,-94.8,12
39,-94.9,1
39,-95,6
39,-95.2,505
39,-95.3,19
39,-95.5,1
39,-95.6,1
39,-95.7,231
39,-95.8,5
39,-96.8,10
39,-96.9,1
39,1.3,1
39,1.4,1
39,1.5,2
39,117.2,1
39,117.7,1
39,121.6,1
39,16.3,1
39,76.8,1
39,76.9,1
39,77.1,1
39,84.6,1
39,94.1,1
39,94.6,1
39,95,1
39.1,-0.4,1
39.1,-103.5,1
39.1,-104.8,2
39.1,-104.9,22
39.1,-106,1
39.1,-108.4,3
39.1,-108.5,5
39.1,-108.6,116
39.1,-108.7,3
39.1,-112.3,1
39.1,-119.8,5
39.1,-119.9,1
39.1,-120.2,1
39.1,-121,4
39.1,-121.1,1
39.1,-121.6,86
39.1,-121.7,1
39.1,-121.8,1
39.1,-122.7,3
39.1,-3,1
39.1,-74.7,1
39.1,-74.8,8
39.1,-75.4,529
39.1,-75.5,13
39.1,-75.6,1
39.1,-75.9,1
39.1,-76.2,1
39.1,-76.4,1
39.1,-76.5,18
39.1,-76.6,66
39.1,-76.7,67
39.1,-76.8,28
39.1,-76.9,142
39.1,-77,36
39.1,-77.1,58
39.1,-77.2,340
39.1,-77.3,6
39.1,-77.4,13
39.1,-77.5,115
39.1,-77.6,93
39.1,-77.7,13
39.1,-78.1,2
39.1,-78.2,7
39.1,-79,3
39.1,-82.6,20
39.1,-83,8
39.1,-83.4,1
39.1,-83.9,1
39.1,-84.1,3
39.1,-84.2,20
39.1,-84.3,25
39.1,-84.4,48
39.1,-84.5,3069
39.1,-84.6,38
39.1,-84.7,31
39.1,-84.8,2
39.1,-84.9,13
39.1,-86.4,1
39.1,-86.5,5
39.1,-86.6,2
39.1,-86.7,1
39.1,-87.4,5
39.1,-88.5,17
39.1,-89.5,1
39.1,-89.8,1
39.1,-9,2
39.1,-9.2,1
39.1,-9.3,7
39.1,-90.3,4
39.1,-91.1,1
39.1,-91.9,1
39.1,-93.2,4
39.1,-94.4,83
39.1,-94.5,10
39.1,-94.6,2434
39.1,-94.7,8
39.1,-94.8,9
39.1,-94.9,5
39.1,-95.1,3
39.1,-95.4,1
39.1,-95.7,5
39.1,-96.7,13
39.1,-96.8,4
39.1,-97,1
39.1,-97.7,1
39.1,117.2,77
39.1,125.8,1
39.1,140.5,1
39.1,17.1,1
39.1,26.6,1
39.1,42.3,2
39.1,76.8,1
39.1,77.1,1
39.1,78.2,1
39.1,8.5,1
39.1,9,1
39.1,94.5,1
39.2,-0.3,2
39.2,-0.4,2
39.2,-0.5,1
39.2,-103.8,1
39.2,-104.9,1
39.2,-105.1,1
39.2,-106.8,72
39.2,-106.9,3
39.2,-107,1
39.2,-108.7,9
39.2,-114.9,1
39.2,-119.6,6
39.2,-119.7,3
39.2,-119.8,66
39.2,-119.9,1
39.2,-120,5
39.2,-120.1,5
39.2,-120.2,3
39.2,-120.8,1
39.2,-120.9,1
39.2,-121,2
39.2,-121.1,40
39.2,-121.2,1
39.2,-121.6,2
39.2,-121.7,1
39.2,-121.8,1
39.2,-122,2
39.2,-123.2,29
39.2,-123.8,14
39.2,-74.6,1
39.2,-74.7,4
39.2,-74.8,2
39.2,-75.5,108
39.2,-75.6,8
39.2,-76.1,14
39.2,-76.5,3
39.2,-76.6,78
39.2,-76.7,81
39.2,-76.8,63
39.2,-76.9,228
39.2,-77,8
39.2,-77.1,30
39.2,-77.2,51
39.2,-77.3,104
39.2,-77.9,1
39.2,-78,3
39.2,-78.1,8
39.2,-78.2,169
39.2,-78.4,1
39.2,-79.5,3
39.2,-79.6,10
39.2,-8.6,1
39.2,-8.7,1
39.2,-8.8,1
39.2,-80,1
39.2,-80.3,2
39.2,-80.7,2
39.2,-81.1,1
39.2,-81.5,3
39.2,-81.6,2
39.2,-81.8,2
39.2,-82.2,1
39.2,-83.6,11
39.2,-83.9,2
39.2,-84.1,1
39.2,-84.2,5
39.2,-84.3,15
39.2,-84.4,53
39.2,-84.5,83
39.2,-84.6,33
39.2,-84.7,9
39.2,-84.8,4
39.2,-84.9,3
39.2,-85.6,1
39.2,-85.9,61
39.2,-86.2,1
39.2,-86.5,589
39.2,-86.6,9
39.2,-86.7,1
39.2,-88.2,1
39.2,-89.7,5
39.2,-9.2,1
39.2,-91.9,5
39.2,-92.1,3
39.2,-93.9,1
39.2,-94.4,37
39.2,-94.5,11
39.2,-94.6,15
39.2,-94.7,17
39.2,-94.8,1
39.2,-94.9,5
39.2,-96.3,6
39.2,-96.5,1
39.2,-96.6,160
39.2,117.2,8
39.2,140.5,1
39.2,141.2,1
39.2,26.5,1
39.2,74.7,1
39.2,76.8,1
39.2,84.6,1
39.2,9.1,38
39.3,-101.1,1
39.3,-101.6,1
39.3,-102.4,1
39.3,-102.5,1
39.3,-103.5,1
39.3,-103.7,2
39.3,-103.8,1
39.3,-104.7,1
39.3,-104.9,2
39.3,-106.3,1
39.3,-114.9,1
39.3,-119.5,3
39.3,-119.9,2
39.3,-120,11
39.3,-120.2,23
39.3,-121,24
39.3,-121.7,3
39.3,-123.8,2
39.3,-2.6,1
39.3,-4.4,1
39.3,-7.4,11
39.3,-74.5,7
39.3,-74.6,22
39.3,-75.6,8
39.3,-75.9,1
39.3,-76.2,1
39.3,-76.4,12
39.3,-76.5,112
39.3,-76.6,3705
39.3,-76.7,166
39.3,-76.8,90
39.3,-76.9,9
39.3,-77,2
39.3,-77.1,1
39.3,-77.2,11
39.3,-77.3,2
39.3,-77.4,1
39.3,-77.5,4
39.3,-77.6,7
39.3,-77.7,24
39.3,-77.8,2
39.3,-77.9,11
39.3,-78.1,4
39.3,-78.7,1
39.3,-78.8,2
39.3,-8,1
39.3,-80,1
39.3,-80.2,5
39.3,-80.3,28
39.3,-80.4,4
39.3,-81.2,1
39.3,-81.5,8
39.3,-81.6,55
39.3,-82.1,227
39.3,-82.4,3
39.3,-82.6,1
39.3,-82.9,2
39.3,-83,70
39.3,-83.1,2
39.3,-83.9,1
39.3,-84,1
39.3,-84.2,9
39.3,-84.3,64
39.3,-84.4,70
39.3,-84.5,52
39.3,-84.6,38
39.3,-84.7,2
39.3,-84.8,15
39.3,-85,1
39.3,-85.2,1
39.3,-85.3,1
39.3,-85.5,8
39.3,-85.6,1
39.3,-85.8,2
39.3,-86,1
39.3,-86.5,3
39.3,-86.7,14
39.3,-86.8,1
39.3,-88,1
39.3,-88.4,2
39.3,-89.9,5
39.3,-9.2,1
39.3,-91.6,1
39.3,-94,1
39.3,-94.2,11
39.3,-94.3,1
39.3,-94.4,3
39.3,-94.5,1
39.3,-94.6,3
39.3,-94.7,18
39.3,-94.8,2
39.3,-94.9,24
39.3,141.9,1
39.3,16.2,2
39.3,16.3,6
39.3,21.7,1
39.3,29.5,1
39.3,3,1
39.3,8.9,1
39.3,84.4,1
39.3,9,1
39.3,9.2,1
39.4,-0.4,4
39.4,-0.5,1
39.4,-101.7,1
39.4,-104.6,1
39.4,-104.7,1
39.4,-104.8,5
39.4,-104.9,55
39.4,-105.4,1
39.4,-105.5,2
39.4,-106,1
39.4,-107.2,15
39.4,-111.6,2
39.4,-112.2,1
39.4,-119.2,4
39.4,-119.7,5
39.4,-119.8,12
39.4,-120.2,1
39.4,-120.3,2
39.4,-121.7,4
39.4,-122.2,1
39.4,-123.3,1
39.4,-123.4,6
39.4,-123.7,1
39.4,-123.8,11
39.4,-74.4,120
39.4,-74.5,22
39.4,-74.6,22
39.4,-74.7,5
39.4,-74.8,1
39.4,-75,8
39.4,-75.1,2
39.4,-75.2,7
39.4,-75.3,1
39.4,-75.7,10
39.4,-76.3,23
39.4,-76.4,15
39.4,-76.5,65
39.4,-76.6,221
39.4,-76.7,60
39.4,-76.8,112
39.4,-76.9,4
39.4,-77,9
39.4,-77.1,2
39.4,-77.2,10
39.4,-77.3,10
39.4,-77.4,190
39.4,-77.5,12
39.4,-77.8,24
39.4,-77.9,2
39.4,-78,9
39.4,-78.1,1
39.4,-79,8
39.4,-79.4,3
39.4,-8.6,1
39.4,-80,1
39.4,-80.2,1
39.4,-80.3,8
39.4,-81.2,1
39.4,-81.4,7
39.4,-81.5,31
39.4,-81.8,3
39.4,-82.5,1
39.4,-83,2
39.4,-83.1,2
39.4,-83.8,26
39.4,-84.2,31
39.4,-84.3,53
39.4,-84.4,17
39.4,-84.5,23
39.4,-84.6,82
39.4,-84.7,2
39.4,-85,1
39.4,-86.2,2
39.4,-86.4,7
39.4,-87.3,3
39.4,-87.4,10
39.4,-88.4,1
39.4,-89.1,2
39.4,-9.1,10
39.4,-9.4,4
39.4,-90.4,2
39.4,-92.4,7
39.4,-92.5,1
39.4,-94.3,1
39.4,-94.4,3
39.4,-94.6,6
39.4,-94.8,2
39.4,-94.9,2
39.4,-97.1,3
39.4,-99.3,1
39.4,116.9,1
39.4,140.5,1
39.4,16,2
39.4,16.2,2
39.4,2.9,1
39.4,23,3
39.4,3,12
39.5,-0.3,6
39.5,-0.4,569
39.5,-0.5,2
39.5,-0.6,1
39.5,-1.8,1
39.5,-104.7,4
39.5,-104.8,79
39.5,-104.9,55
39.5,-105,9
39.5,-105.3,2
39.5,-105.4,1
39.5,-106,32
39.5,-106.1,4
39.5,-106.2,5
39.5,-107.3,21
39.5,-107.8,9
39.5,-108.1,1
39.5,-118.3,1
39.5,-118.8,18
39.5,-119.7,70
39.5,-119.8,797
39.5,-119.9,13
39.5,-121.6,30
39.5,-122,32
39.5,-122.2,6
39.5,-31.2,1
39.5,-5.8,1
39.5,-5.9,17
39.5,-6.1,7
39.5,-6.4,7
39.5,-6.6,1
39.5,-74.5,25
39.5,-74.6,4
39.5,-74.7,37
39.5,-75,43
39.5,-75.1,1
39.5,-75.2,1
39.5,-75.6,2
39.5,-75.7,18
39.5,-75.8,4
39.5,-76.1,18
39.5,-76.2,34
39.5,-76.3,94
39.5,-76.4,3
39.5,-76.5,2
39.5,-76.6,20
39.5,-76.7,21
39.5,-76.8,11
39.5,-76.9,6
39.5,-77,9
39.5,-77.1,228
39.5,-77.3,1
39.5,-77.4,3
39.5,-77.5,2
39.5,-77.6,2
39.5,-77.7,2
39.5,-77.9,1
39.5,-78,50
39.5,-79.3,1
39.5,-79.7,1
39.5,-79.9,1
39.5,-8.5,6
39.5,-8.9,1
39.5,-80,1
39.5,-80.1,22
39.5,-80.2,3
39.5,-81.5,2
39.5,-82.2,8
39.5,-82.6,1
39.5,-83.4,8
39.5,-83.6,1
39.5,-83.7,1
39.5,-83.8,3
39.5,-83.9,1
39.5,-84.1,9
39.5,-84.2,3
39.5,-84.3,14
39.5,-84.4,39
39.5,-84.5,7
39.5,-84.7,84
39.5,-84.8,1
39.5,-85.7,1
39.5,-85.8,18
39.5,-86,2
39.5,-86.1,16
39.5,-86.4,2
39.5,-87.1,5
39.5,-87.2,1
39.5,-87.3,1
39.5,-87.4,101
39.5,-88.2,34
39.5,-88.4,27
39.5,-88.6,1
39.5,-88.7,1
39.5,-89.2,1
39.5,-89.3,2
39.5,-89.6,1
39.5,-9.2,158
39.5,-92.4,1
39.5,-94.3,1
39.5,-95.7,2
39.5,-97.7,218
39.5,-98.1,1
39.5,2.7,5
39.5,2.9,1
39.5,20.3,1
39.5,21.8,1
39.5,46.4,2
39.6,-0.5,2
39.6,-100.2,1
39.6,-104.7,16
39.6,-104.8,18
39.6,-104.9,109
39.6,-105,138
39.6,-105.1,18
39.6,-105.2,2
39.6,-105.3,25
39.6,-105.9,2
39.6,-106,16
39.6,-106.1,23
39.6,-106.3,1
39.6,-106.4,66
39.6,-106.5,8
39.6,-106.6,7
39.6,-106.8,1
39.6,-106.9,2
39.6,-107.1,1
39.6,-107.2,1
39.6,-110.8,2
39.6,-119.2,12
39.6,-119.3,1
39.6,-119.7,12
39.6,-119.8,24
39.6,-119.9,8
39.6,-121.5,87
39.6,-121.7,1
39.6,-122.2,1
39.6,-74.2,5
39.6,-74.4,2
39.6,-74.5,2
39.6,-74.8,5
39.6,-74.9,1
39.6,-75,2
39.6,-75.1,2
39.6,-75.2,1
39.6,-75.3,1
39.6,-75.4,1
39.6,-75.5,1
39.6,-75.6,10
39.6,-75.7,51
39.6,-75.8,29
39.6,-75.9,72
39.6,-76,2
39.6,-76.1,6
39.6,-76.2,1
39.6,-76.3,2
39.6,-76.4,6
39.6,-76.5,3
39.6,-76.6,3
39.6,-76.7,4
39.6,-76.8,2
39.6,-76.9,4
39.6,-77,38
39.6,-77.1,3
39.6,-77.2,1
39.6,-77.4,5
39.6,-77.6,1
39.6,-77.7,70
39.6,-77.8,2
39.6,-77.9,2
39.6,-78,4
39.6,-78.2,5
39.6,-78.3,1
39.6,-78.8,3
39.6,-78.9,2
39.6,-79.4,1
39.6,-79.9,4
39.6,-8.4,10
39.6,-80,239
39.6,-80.9,1
39.6,-81.5,1
39.6,-82.5,2
39.6,-82.9,17
39.6,-83,1
39.6,-83.4,1
39.6,-83.6,1
39.6,-83.7,2
39.6,-84.1,5
39.6,-84.2,71
39.6,-84.3,46
39.6,-84.4,3
39.6,-84.7,1
39.6,-85.1,3
39.6,-85.2,1
39.6,-85.8,1
39.6,-85.9,5
39.6,-86,1
39.6,-86.1,83
39.6,-86.2,5
39.6,-86.3,6
39.6,-86.4,12
39.6,-86.9,18
39.6,-87.5,74
39.6,-87.7,4
39.6,-88.3,1
39.6,-88.6,1
39.6,-89.3,6
39.6,-89.6,1
39.6,-89.7,1
39.6,-9,1
39.6,-90.8,2
39.6,-95.1,7
39.6,-97.7,2
39.6,116.7,1
39.6,118.2,3
39.6,140.1,1
39.6,140.2,1
39.6,140.3,1
39.6,142,1
39.6,19.9,15
39.6,2.6,106
39.6,2.7,10
39.6,2.8,1
39.6,2.9,78
39.6,21.8,5
39.6,22.4,4
39.6,3.4,1
39.6,41,1
39.7,-0.2,2
39.7,-0.3,2
39.7,-0.4,39
39.7,-104.7,1
39.7,-104.8,230
39.7,-104.9,66
39.7,-105,4021
39.7,-105.1,115
39.7,-105.2,17
39.7,-105.3,1
39.7,-105.4,1
39.7,-105.5,1
39.7,-105.6,1
39.7,-105.7,1
39.7,-105.9,1
39.7,-106.8,5
39.7,-106.9,1
39.7,-120,1
39.7,-121.6,156
39.7,-121.8,208
39.7,-121.9,4
39.7,-122.2,1
39.7,-7.8,1
39.7,-74.1,1
39.7,-74.2,4
39.7,-74.3,14
39.7,-74.9,4
39.7,-75,58
39.7,-75.1,42
39.7,-75.2,8
39.7,-75.3,9
39.7,-75.4,4
39.7,-75.5,13
39.7,-75.6,377
39.7,-75.7,49
39.7,-75.8,143
39.7,-76,2
39.7,-76.1,3
39.7,-76.3,1
39.7,-76.5,2
39.7,-76.6,1
39.7,-76.7,5
39.7,-76.9,3
39.7,-77.1,5
39.7,-77.2,3
39.7,-77.3,2
39.7,-77.4,4
39.7,-77.6,2
39.7,-77.7,7
39.7,-77.9,2
39.7,-78.1,2
39.7,-78.3,1
39.7,-78.7,1
39.7,-78.8,28
39.7,-78.9,18
39.7,-79.9,3
39.7,-8.7,1
39.7,-8.8,61
39.7,-80,8
39.7,-81.1,7
39.7,-82.2,2
39.7,-82.6,36
39.7,-82.9,1
39.7,-83,6
39.7,-83.7,1
39.7,-83.8,17
39.7,-83.9,36
39.7,-84,14
39.7,-84.1,47
39.7,-84.2,85
39.7,-84.3,1
39.7,-84.4,1
39.7,-84.5,2
39.7,-84.6,14
39.7,-85.1,1
39.7,-85.9,7
39.7,-86,7
39.7,-86.1,35
39.7,-86.2,13
39.7,-86.3,22
39.7,-86.4,31
39.7,-86.5,1
39.7,-89.1,1
39.7,-89.5,7
39.7,-89.6,4
39.7,-89.7,10
39.7,-90.2,12
39.7,-91.4,18
39.7,-92.5,3
39.7,-94.6,1
39.7,-94.8,4
39.7,-95.5,1
39.7,140.1,5
39.7,140.2,1
39.7,140.3,62
39.7,141.1,3
39.7,141.2,2
39.7,2.6,1
39.7,20.9,4
39.7,3.3,2
39.7,3.5,1
39.7,75.7,1
39.7,8.6,1
39.8,-0.2,1
39.8,-0.3,1
39.8,-104.7,15
39.8,-104.8,12
39.8,-104.9,31
39.8,-105,54
39.8,-105.1,99
39.8,-105.2,65
39.8,-105.5,7
39.8,-105.6,1
39.8,-105.8,1
39.8,-121.6,9
39.8,-121.8,2
39.8,-121.9,1
39.8,-122.2,1
39.8,-4,1
39.8,-7.5,7
39.8,-74.2,13
39.8,-74.3,47
39.8,-74.5,5
39.8,-74.8,2
39.8,-74.9,13
39.8,-75,37
39.8,-75.1,63
39.8,-75.2,30
39.8,-75.3,1
39.8,-75.4,9
39.8,-75.5,36
39.8,-75.6,14
39.8,-75.7,14
39.8,-75.8,14
39.8,-75.9,9
39.8,-76,7
39.8,-76.1,1
39.8,-76.6,6
39.8,-76.7,4
39.8,-77,27
39.8,-77.1,1
39.8,-77.2,45
39.8,-77.3,2
39.8,-77.4,1
39.8,-77.6,9
39.8,-77.7,9
39.8,-77.9,3
39.8,-79.4,1
39.8,-79.6,1
39.8,-79.8,1
39.8,-8.1,1
39.8,-8.7,1
39.8,-8.9,1
39.8,-80.4,2
39.8,-81.1,1
39.8,-82.6,3
