value,address
   5,"NJ 124 and ELM ST. MORRISTOWN TOWN, NJ"
   9,"NJ 124 and ELM STREET MORRISTOWN TOWN, NJ"
   2,"NJ 124 and ENTRANCE AVE MORRISTOWN TOWN, NJ"
   2,"NJ 124 and ENTRANCE TO HOSPITAL MORRISTOWN TOWN, NJ"
  72,"NJ 124 and FRANKLIN ST / TURTLE RD MORRISTOWN TOWN, NJ"
  36,"NJ 124 and FRANKLIN ST MORRISTOWN TOWN, NJ"
   7,"NJ 124 and FRANKLIN ST. MORRISTOWN TOWN, NJ"
   2,"NJ 124 and FRANKLIN STR MORRISTOWN TOWN, NJ"
   6,"NJ 124 and FRANKLIN STREET MORRISTOWN TOWN, NJ"
   8,"NJ 124 and GAGNON DR MORRISTOWN TOWN, NJ"
   2,"NJ 124 and GAGNON PL MORRISTOWN TOWN, NJ"
   1,"NJ 124 and GAGRAN DRIVE MORRISTOWN TOWN, NJ"
  56,"NJ 124 and HAMILTON RD MORRISTOWN TOWN, NJ"
   8,"NJ 124 and HAMILTON ROAD MORRISTOWN TOWN, NJ"
   3,"NJ 124 and HAMILTON ST MORRISTOWN TOWN, NJ"
   3,"NJ 124 and HEADLEY RD MORRISTOWN TOWN, NJ"
   2,"NJ 124 and HEADLY ROAD MORRISTOWN TOWN, NJ"
   2,"NJ 124 and HILLCREST AVE MORRISTOWN TOWN, NJ"
   2,"NJ 124 and HOSPITAL ENTRANCE MORRISTOWN TOWN, NJ"
  38,"NJ 124 and I 287 MORRISTOWN TOWN, NJ"
  39,"NJ 124 and I- 287 MORRISTOWN TOWN, NJ"
   2,"NJ 124 and I- 287 NORTH RAMP MORRISTOWN TOWN, NJ"
   2,"NJ 124 and I-287 MORRISTOWN TOWN, NJ"
   2,"NJ 124 and I-287 OFF RAMP MORRISTOWN TOWN, NJ"
   6,"NJ 124 and JAMES STREET MORRISTOWN TOWN, NJ"
   2,"NJ 124 and M.M.H. ENTRANCE MORRISTOWN TOWN, NJ"
   2,"NJ 124 and MADISON AVE MORRIS TWP, NJ"
  30,"NJ 124 and MADISON AVE MORRISTOWN TOWN, NJ"
   2,"NJ 124 and MADISON AVE. MORRISTOWN TOWN, NJ"
   2,"NJ 124 and MADISON AVENUE MORRISTOWN TOWN, NJ"
   2,"NJ 124 and MADISON COURT MORRISTOWN TOWN, NJ"
   2,"NJ 124 and MADISON CT. MORRISTOWN TOWN, NJ"
  17,"NJ 124 and MADISON ST MORRISTOWN TOWN, NJ"
   5,"NJ 124 and MADISON STREET MORRISTOWN TOWN, NJ"
   2,"NJ 124 and MARKET ST. MORRISTOWN TOWN, NJ"
   2,"NJ 124 and MEMORIAL HOSPITAL ENT. MORRISTOWN TOWN, NJ"
  25,"NJ 124 and MILLER RD MORRISTOWN TOWN, NJ"
   7,"NJ 124 and MILLER ROAD MORRISTOWN TOWN, NJ"
   6,"NJ 124 and MILLS ST MORRISTOWN TOWN, NJ"
   2,"NJ 124 and MMH ENTRANCE MORRISTOWN TOWN, NJ"
   1,"NJ 124 and MORRIS COUNTY 6 MORRISTOWN TOWN, NJ"
   3,"NJ 124 and MORRIS COUNTY 601 MORRISTOWN TOWN, NJ"
  34,"NJ 124 and MORRIS COUNTY 663 MORRISTOWN TOWN, NJ"
   2,"NJ 124 and MORRISTOWN MEMORIAL ENTRANCE DR. MORRISTOWN TOWN, NJ"
   2,"NJ 124 and MORRISTOWN MEMORIAL HOSPITAL DR MORRISTOWN TOWN, NJ"
   4,"NJ 124 and MORRISTOWN MEMORIAL HOSPITAL ENTRA? MORRISTOWN TOWN, NJ"
   2,"NJ 124 and MORRISTOWN MEMORIAL MORRISTOWN TOWN, NJ"
   1,"NJ 124 and NORMANDY HGTS. RD MORRISTOWN TOWN, NJ"
   3,"NJ 124 and NORMANDY PARKWAY MORRISTOWN TOWN, NJ"
   9,"NJ 124 and NORMANDY PKWY MORRISTOWN TOWN, NJ"
   5,"NJ 124 and PHOENIX AVE MORRISTOWN TOWN, NJ"
  38,"NJ 124 and PINE ST MORRISTOWN TOWN, NJ"
   4,"NJ 124 and PINE ST. MORRISTOWN TOWN, NJ"
   6,"NJ 124 and PINE STREET MORRISTOWN TOWN, NJ"
   6,"NJ 124 and ROUTE 510 MORRISTOWN TOWN, NJ"
   1,"NJ 124 and RT 287 MORRISTOWN TOWN, NJ"
   2,"NJ 124 and SCHOYLER PL MORRISTOWN TOWN, NJ"
   2,"NJ 124 and SCHUYLER PL MORRISTOWN TOWN, NJ"
   2,"NJ 124 and SCHUYLER PLACE MORRISTOWN TOWN, NJ"
   2,"NJ 124 and SCHYULER PLACE MORRISTOWN TOWN, NJ"
   2,"NJ 124 and SO. MAPLE AVE MORRISTOWN TOWN, NJ"
  14,"NJ 124 and SOUTH ST MORRISTOWN TOWN, NJ"
   2,"NJ 124 and SOUTH ST. MORRISTOWN TOWN, NJ"
   4,"NJ 124 and SOUTH STREET MORRISTOWN TOWN, NJ"
   2,"NJ 124 and SUMMIT AV. (CTY. RT. 657) MORRISTOWN TOWN, NJ"
   1,"NJ 124 and TURTLE AVE MORRISTOWN TOWN, NJ"
  15,"NJ 124 and TURTLE RD MORRISTOWN TOWN, NJ"
   1,"NJ 124 and TURTLE RD. MORRISTOWN TOWN, NJ"
  16,"NJ 124 and TURTLE ROAD MORRISTOWN TOWN, NJ"
  13,"NJ 124 and US 202 / SOUTH PARK PL MORRISTOWN TOWN, NJ"
   2,"NJ 124 and US 202 MORRISTOWN TOWN, NJ"
   2,"NJ 124 and WATER STREET MORRISTOWN TOWN, NJ"
   3,"NJ 124 and WEST PARK PL MORRISTOWN TOWN, NJ"
   2,"NJ 124 and WOODLAND AVE. MORRISTOWN TOWN, NJ"
  43,"NJ 124 MORRISTOWN TOWN, NJ"
   2,"NJ 24 and CONVENT RD MORRIS TWP, NJ"
   2,"NORMANDY BOULEVARD and NJ 124 MORRISTOWN TOWN, NJ"
   2,"NORMANDY PKWY and NJ 124 MORRISTOWN TOWN, NJ"
   1,"NORTH PARK PL and US 202 MORRISTOWN TOWN, NJ"
   1,"OGDEN PLACE and OVERLOOK RD MORRISTOWN TOWN, NJ"
   2,"OLYPHANT DR and OLYPHANT PL. MORRISTOWN TOWN, NJ"
   1,"OLYPHANT DR MORRISTOWN TOWN, NJ"
   2,"OLYPHANT PL and MORRIS STREET MORRISTOWN TOWN, NJ"
   2,"OLYPHANT PLACE and MORRIS ST MORRISTOWN TOWN, NJ"
   4,"ORCHARD ST and US 202 MORRISTOWN TOWN, NJ"
   2,"ORCHARD ST and VAIL PL MORRISTOWN TOWN, NJ"
   2,"ORCHARD ST and VAIL PLACE MORRISTOWN TOWN, NJ"
   1,"ORCHARD ST MORRISTOWN TOWN, NJ"
   2,"PARKING AREA #1 BURNHAM PARK and BURNHAM PKWY MORRISTOWN TOWN, NJ"
   2,"PARKING DECK (JCP&L)100 MADISON AVE MORRISTOWN TOWN, NJ"
   2,"PARKING LOT 10 J and MORRIS ST MORRISTOWN TOWN, NJ"
   2,"PARKING LOT 10 J MORRISTOWN NJ MORRISTOWN TOWN, NJ"
   2,"PARKING LOT 10 J MORRISTOWN TOWN, NJ"
   2,"PARKING LOT 66 MORES ST MORRISTOWN TOWN, NJ"
   2,"PARKING LOT 66 MORRIS AVE and FRONT OF 24HR STORE MORRISTOWN TOWN, NJ"
   4,"PHOENIX AVE and CR 510 MORRISTOWN TOWN, NJ"
   2,"PHOENIX AVE and ROUTE 510 MORRISTOWN TOWN, NJ"
   2,"PHOENIX AVE and RT 124 MORRISTOWN TOWN, NJ"
   2,"PINE ST and IN FRONT OF NUMBER 37 MORRISTOWN TOWN, NJ"
   2,"PINE ST and KING PL. MORRISTOWN TOWN, NJ"
   2,"PINE ST and KING PLACE MORRISTOWN TOWN, NJ"
   2,"PINE ST and MORRIS COUNTY 601 MORRISTOWN TOWN, NJ"
   2,"PINE ST and MORRIS STREET MORRISTOWN TOWN, NJ"
  10,"PINE ST and NJ 124 MORRISTOWN TOWN, NJ"
   2,"PINE ST and ROUTE 510 MORRISTOWN TOWN, NJ"
   2,"PINE ST and ROUTE 510/MORRIS ST MORRISTOWN TOWN, NJ"
   2,"PINE ST and RT 124 MORRISTOWN TOWN, NJ"
   2,"PINE ST and SOUTH ST MORRISTOWN TOWN, NJ"
   1,"PINE STREET and DUMONT PL MORRISTOWN TOWN, NJ"
   2,"PINE STREET and NJ 124 MORRISTOWN TOWN, NJ"
   2,"PINE STREET and ROUTE 510 MORRISTOWN TOWN, NJ"
   2,"PLUM ST and WESTERN AVE MORRISTOWN TOWN, NJ"
   2,"PLUM ST and WESTERN AVE. MORRISTOWN TOWN, NJ"
   2,"PRIVATE PROPERTY and RIDGEDALE AVE. MORRISTOWN TOWN, NJ"
   2,"PROPERTY 100 MADISON AVE MORRISTOWN TOWN, NJ"
   1,"PROSPECT ST and CLINTON ST MORRISTOWN TOWN, NJ"
   2,"PROSPECT STREET and CLINTO ST MORRISTOWN TOWN, NJ"
   2,"PROSPECT STREET and CLINTON PLACE MORRISTOWN TOWN, NJ"
   3,"PROSPECT STREET and CLINTON STREET MORRISTOWN TOWN, NJ"
   2,"RIDGEDALE AVE and ABBETS AVE MORRISTOWN TOWN, NJ"
  38,"RIDGEDALE AVE and ABBETT AVE MORRISTOWN TOWN, NJ"
   4,"RIDGEDALE AVE and ABBETT AVE. MORRISTOWN TOWN, NJ"
   4,"RIDGEDALE AVE and ABBETT AVENUE MORRISTOWN TOWN, NJ"
   3,"RIDGEDALE AVE and ABBETTE AVE MORRISTOWN TOWN, NJ"
   2,"RIDGEDALE AVE and ABBEY AVE MORRISTOWN TOWN, NJ"
  10,"RIDGEDALE AVE and JOHN ST MORRISTOWN TOWN, NJ"
   6,"RIDGEDALE AVE and JOHN STREET MORRISTOWN TOWN, NJ"
  29,"RIDGEDALE AVE and LAFAYETTE AVE MORRISTOWN TOWN, NJ"
   8,"RIDGEDALE AVE and LAFAYETTE AVE. MORRISTOWN TOWN, NJ"
   2,"RIDGEDALE AVE and LAFEYETTE AVE MORRISTOWN TOWN, NJ"
  13,"RIDGEDALE AVE and ROUTE 510 MORRISTOWN TOWN, NJ"
   1,"RIDGEDALE AVE MORRISTOWN TOWN, NJ"
   2,"RIDGEDALE AVENUE and ABBAVENUEETT MORRISTOWN TOWN, NJ"
  13,"ROUTE 510 and ATNO AVE MORRISTOWN TOWN, NJ"
   5,"ROUTE 510 and ATNO AVENUE MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 and BANK ST MORRISTOWN TOWN, NJ"
  13,"ROUTE 510 and BLACHLEY PL MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and BLACHLEY PL. MORRISTOWN TOWN, NJ"
  19,"ROUTE 510 and BUDD ST MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and BURNHAM PKWY MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and BURNHAM RARKWAY MORRIS TWP, NJ"
   2,"ROUTE 510 and CATANOE AVE MORRISTOWN TOWN, NJ"
  12,"ROUTE 510 and CATTANO AVE MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and CATTANO AVENUE MORRISTOWN TOWN, NJ"
  11,"ROUTE 510 and COBB PL MORRISTOWN TOWN, NJ"
   8,"ROUTE 510 and COLONIAL RD MORRISTOWN TOWN, NJ"
   3,"ROUTE 510 and COURT ST MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and CR 511 MORRISTOWN TOWN, NJ"
   5,"ROUTE 510 and CR 648 / COURT ST MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and DUMONT PL MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and DUMONT PL. MORRISTOWN TOWN, NJ"
   6,"ROUTE 510 and DUMONT PLACE MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and E. PARK PL MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and E/M STREET MORRISTOWN TOWN, NJ"
  47,"ROUTE 510 and ELM ST MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 and ELM ST. MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and ELM STREET MORRISTOWN TOWN, NJ"
  23,"ROUTE 510 and FORD AVE MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and FORD AVENUE MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and GEORGIAN RD MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and HARDING PL MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 and HARDING RD MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and HARDING ROAD MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and HARDING TERR. MORRISTOWN TOWN, NJ"
  24,"ROUTE 510 and HILLCREST AVE / MILLS ST MORRISTOWN TOWN, NJ"
   6,"ROUTE 510 and HILLCREST AVE MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and HILLCREST MORRISTOWN TOWN, NJ"
   5,"ROUTE 510 and I 287 MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 and I-287 MORRISTOWN TOWN, NJ"
  27,"ROUTE 510 and KING ST MORRISTOWN TOWN, NJ"
   6,"ROUTE 510 and KING ST. MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 and KING STREET MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 and KNOX RD MORRISTOWN TOWN, NJ"
  17,"ROUTE 510 and LACKAWANNA PL MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and LACKAWANNA PLACE MORRISTOWN TOWN, NJ"
   7,"ROUTE 510 and LAFAYETTE AVE MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and LAFAYETTE AVENUE MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 and LAFFAYETTE AVE MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and LAKAWANNA PL MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and MADISON ST. MORRISTOWN TOWN, NJ"
   3,"ROUTE 510 and MARKET STREET MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and MILLS SREET MORRISTOWN TOWN, NJ"
  13,"ROUTE 510 and MILLS ST MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and MORRIS COUNTY 510 MORRISTOWN TOWN, NJ"
  18,"ROUTE 510 and MORRIS ST MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and OAK LANE MORRISTOWN TOWN, NJ"
   6,"ROUTE 510 and OLYPHANT PL MORRISTOWN TOWN, NJ"
   7,"ROUTE 510 and OLYPHANT PL. MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 and OLYPHANT PLACE MORRISTOWN TOWN, NJ"
   7,"ROUTE 510 and PHOENIX AVE MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and PHOENIX AVENUE MORRISTOWN TOWN, NJ"
  17,"ROUTE 510 and PINE ST MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and PINE ST. MORRISTOWN TOWN, NJ"
   6,"ROUTE 510 and PINE STREET MORRISTOWN TOWN, NJ"
  92,"ROUTE 510 and RIDGEDALE AVE MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 and RIDGEDALE AVE. MORRISTOWN TOWN, NJ"
  14,"ROUTE 510 and RIDGEDALE AVENUE MORRISTOWN TOWN, NJ"
   8,"ROUTE 510 and ROUTE 510 / LAFAYETTE AVE / PINE ST MORRISTOWN TOWN, NJ"
   1,"ROUTE 510 and ROUTE 511 MORRISTOWN TOWN, NJ"
   1,"ROUTE 510 and RT 511 MORRISTOWN TOWN, NJ"
   3,"ROUTE 510 and SCHERZER WAY MORRISTOWN TOWN, NJ"
  23,"ROUTE 510 and SCHUYLER PL MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and SCHUYLER PL. MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 and SCHUYLER PLACE MORRISTOWN TOWN, NJ"
   3,"ROUTE 510 and SCHYULER PL MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and SOUTH ST MORRISTOWN TOWN, NJ"
   1,"ROUTE 510 and SOUTH STREET MORRISTOWN TOWN, NJ"
  36,"ROUTE 510 and SPRING ST MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 and SPRING ST. MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 and SPRING STREET MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 and TAFT LANE MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 and US 202 / ROUTE 510 / DUMONT PL / E MORRISTOWN TOWN, NJ"
  20,"ROUTE 510 and US 202 MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and VALLEY VIEW DR MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and WASHINGTON AVE. MORRISTOWN TOWN, NJ"
  11,"ROUTE 510 and WASHINGTON PL MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 and WASHINGTON PLACE MORRISTOWN TOWN, NJ"
  16,"ROUTE 510 and WESTERN AVE MORRISTOWN TOWN, NJ"
   3,"ROUTE 510 and WESTERN AVENUE MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 and WILMONT ST MORRISTOWN TOWN, NJ"
   7,"ROUTE 510 and WILMOT ST MORRISTOWN TOWN, NJ"
   1,"ROUTE 510 and WOODSIDE RD MORRISTOWN TOWN, NJ"
  18,"ROUTE 510 MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 WESTBOUND and RIDGEDALE AVE MORRISTOWN TOWN, NJ"
   8,"ROUTE 510 Z and LACKAWANNA PL MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 Z and LACKAWANNA PLACE MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 Z and LAKAWANNA PL MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 Z and MALCOLM ST MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 Z and MORRIS ST MORRISTOWN TOWN, NJ"
   1,"ROUTE 510 Z and MORRIS ST/CR 501 MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 Z and MORRIS ST/ROUTE 510 MORRISTOWN TOWN, NJ"
  29,"ROUTE 510 Z and RIDGEDALE AVE MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 Z and RIDGEDALE AVENUE MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 Z and ROUTE 510 / MORRIS ST / PINE ST MORRISTOWN TOWN, NJ"
   4,"ROUTE 510 Z and ROUTE 510 MORRISTOWN TOWN, NJ"
  14,"ROUTE 510 Z and WASHINGTON PL MORRISTOWN TOWN, NJ"
   2,"ROUTE 510 Z MORRISTOWN TOWN, NJ"
   2,"ROWE ST and LINCOLN ST MORRISTOWN TOWN, NJ"
   4,"SCHUYLER AVE and ANN ST MORRISTOWN TOWN, NJ"
   2,"SCHUYLER AVE and ANN ST. MORRISTOWN TOWN, NJ"
   2,"SCHUYLER AVE and ANN STREET MORRISTOWN TOWN, NJ"
   4,"SCHUYLER AVE and CR 510 MORRISTOWN TOWN, NJ"
   4,"SCHUYLER AVE and ROUTE 510 MORRISTOWN TOWN, NJ"
   3,"SCHUYLER PL and ANN ST MORRISTOWN TOWN, NJ"
   4,"SCHUYLER PL and ANN ST. MORRISTOWN TOWN, NJ"
   2,"SCHUYLER PL GARAGE MORRISTOWN TOWN, NJ"
   2,"SCHUYLER PLACE and COUNTY GARAGE MORRISTOWN TOWN, NJ"
   2,"SHENANDOAH PL MORRISTOWN TOWN, NJ"
   2,"SHERMAN PLACE and MILLS ST MORRISTOWN TOWN, NJ"
   2,"SOUTH ST and FRANKLIN STREET MORRISTOWN TOWN, NJ"
   2,"SOUTH ST and KINGS ENTRANCE MORRISTOWN TOWN, NJ"
   2,"SOUTH ST and W. PARK PL MORRISTOWN TOWN, NJ"
   2,"SOUTH STREET and COMMUNITY PL. MORRISTOWN TOWN, NJ"
   2,"SOUTH STREET and JAMES ST MORRISTOWN TOWN, NJ"
   2,"SOUTH STREET and JAMES ST. MORRISTOWN TOWN, NJ"
   2,"SOUTH STREET and MILLER RD. MORRISTOWN TOWN, NJ"
   2,"SPEEDWELL AVE and HENRY ST. MORRISTOWN TOWN, NJ"
   2,"SPEEDWELL AVE and KINNEY ST. MORRISTOWN TOWN, NJ"
   2,"SPEEDWELL AVE and ORCHARD STREET MORRISTOWN TOWN, NJ"
   2,"SPEEDWELL AVE and WALKER AVE MORRISTOWN TOWN, NJ"
   4,"SPEEDWELL PL and SPEEDWELL AVE MORRISTOWN TOWN, NJ"
   2,"SPEEDWELL PL and SUSSEX AVE MORRISTOWN TOWN, NJ"
   4,"SPEEDWELL PL and US 202 MORRISTOWN TOWN, NJ"
   2,"SPRING PL and SPRING ST MORRISTOWN TOWN, NJ"
   2,"SPRING PL and SPRING ST. MORRISTOWN TOWN, NJ"
   2,"SPRING PLACE and SPRING ST. MORRISTOWN TOWN, NJ"
   2,"SPRING PLACE and SPRING STREET MORRISTOWN TOWN, NJ"
   4,"SPRING ST and CENTER ST MORRISTOWN TOWN, NJ"
   2,"SPRING ST and M.L. KING AVE MORRISTOWN TOWN, NJ"
  18,"SPRING ST and MARTIN LUTHER KING AVE MORRISTOWN TOWN, NJ"
   2,"SPRING ST and MARTIN LUTHER KING AVE. MORRISTOWN TOWN, NJ"
   4,"SPRING ST and MARTIN LUTHER KING AVENUE MORRISTOWN TOWN, NJ"
   2,"SPRING ST and MARTIN LUTHER KING MORRISTOWN TOWN, NJ"
   6,"SPRING ST and MLK AVE MORRISTOWN TOWN, NJ"
   2,"SPRING ST and MORRIS ST. MORRISTOWN TOWN, NJ"
   3,"SPRING ST and SPEEDWELL AVE MORRISTOWN TOWN, NJ"
  10,"SPRING ST and SPRING PL MORRISTOWN TOWN, NJ"
   1,"SPRING ST and SPRING PL. MORRISTOWN TOWN, NJ"
   3,"SPRING ST and SPRING PLACE MORRISTOWN TOWN, NJ"
   6,"SPRING ST and US 202 MORRISTOWN TOWN, NJ"
   8,"SPRING ST and WATER ST MORRISTOWN TOWN, NJ"
   1,"SPRING ST and WATER ST. PARSIPPANY-TROY HILLS, NJ"
   2,"SPRING STREET and CENTER ST MORRISTOWN TOWN, NJ"
   6,"SPRING STREET and CENTER STREET MORRISTOWN TOWN, NJ"
   2,"SPRING STREET and M. LUTHER KING AVE. MORRISTOWN TOWN, NJ"
   2,"SPRING STREET and MARTIN LUTHER KING AV MORRISTOWN TOWN, NJ"
   4,"SPRING STREET and MARTIN LUTHER KING AVE MORRISTOWN TOWN, NJ"
   2,"SPRING STREET and MARTIN LUTHER KING AVE. MORRISTOWN TOWN, NJ"
   2,"SPRING STREET and MARTIN LUTHER KING MORRISTOWN TOWN, NJ"
   2,"SPRING STREET and ROUTE 510 MORRISTOWN TOWN, NJ"
   2,"SPRING STREET and RT 510 MORRISTOWN TOWN, NJ"
   9,"SPRING STREET and US 202 MORRISTOWN TOWN, NJ"
   1,"SPRING STREET and WATER ST MORRISTOWN TOWN, NJ"
   6,"SPRING STREET and WATER STREET MORRISTOWN TOWN, NJ"
   2,"SUSSEX TPKE and COLUMBA ST MORRISTOWN TOWN, NJ"
   2,"TAFT LANE MORRISTOWN TOWN, NJ"
   2,"TURTLE RD and DORADO DR MORRISTOWN TOWN, NJ"
   2,"TURTLE RD and NJ 124 MORRISTOWN TOWN, NJ"
   1,"TUXEDO PL and SUSSEX AVE. MORRISTOWN TOWN, NJ"
   2,"US 202 and 95 MT KEMBLE AVE LOT MORRISTOWN TOWN, NJ"
   2,"US 202 and AMES RD MORRISTOWN TOWN, NJ"
   3,"US 202 and ANN ST MORRISTOWN TOWN, NJ"
   2,"US 202 and ANN ST. MORRISTOWN TOWN, NJ"
   2,"US 202 and ANNE ST MORRISTOWN TOWN, NJ"
   2,"US 202 and BANK ST MORRISTOWN TOWN, NJ"
   2,"US 202 and CATTAND AVE MORRISTOWN TOWN, NJ"
  29,"US 202 and CATTANO AVE MORRISTOWN TOWN, NJ"
   1,"US 202 and CATTANO AVENUE MORRISTOWN TOWN, NJ"
  13,"US 202 and CLINTON PL MORRISTOWN TOWN, NJ"
   3,"US 202 and CLINTON PL. MORRISTOWN TOWN, NJ"
   2,"US 202 and CLINTON ST MORRISTOWN TOWN, NJ"
   5,"US 202 and COLLES AVE MORRISTOWN TOWN, NJ"
   2,"US 202 and COLLES AVENUE MORRISTOWN TOWN, NJ"
   2,"US 202 and COREY RD MORRISTOWN TOWN, NJ"
  27,"US 202 and CORY RD MORRISTOWN TOWN, NJ"
   2,"US 202 and CORY RD. MORRISTOWN TOWN, NJ"
   5,"US 202 and CORY ROAD MORRISTOWN TOWN, NJ"
  12,"US 202 and CR 617 / SUSSEX AVE MORRISTOWN TOWN, NJ"
   2,"US 202 and CR 617 MORRISTOWN TOWN, NJ"
   2,"US 202 and CUREY ROAD MORRISTOWN TOWN, NJ"
   8,"US 202 and CUTLER ST MORRISTOWN TOWN, NJ"
   2,"US 202 and CUTLER ST. MORRISTOWN TOWN, NJ"
   1,"US 202 and CUTLER STREET MORRISTOWN TOWN, NJ"
   1,"US 202 and CUTTER ST. MORRISTOWN TOWN, NJ"
   5,"US 202 and DOUGHTY ST MORRISTOWN TOWN, NJ"
   2,"US 202 and DOUGHTY ST. MORRISTOWN TOWN, NJ"
   3,"US 202 and DUMONT PL MORRISTOWN TOWN, NJ"
   1,"US 202 and DUMONT PL. MORRISTOWN TOWN, NJ"
   2,"US 202 and DUMONT PLACE MORRISTOWN TOWN, NJ"
   4,"US 202 and E PARK PL MORRISTOWN TOWN, NJ"
   2,"US 202 and E PARK PLACE MORRISTOWN TOWN, NJ"
   4,"US 202 and E. PARK PL MORRISTOWN TOWN, NJ"
   4,"US 202 and E. PARK PL. MORRISTOWN TOWN, NJ"
  51,"US 202 and EARLY ST MORRISTOWN TOWN, NJ"
   2,"US 202 and EARLY ST. MORRISTOWN TOWN, NJ"
   8,"US 202 and EARLY STREET MORRISTOWN TOWN, NJ"
   2,"US 202 and EAST PARK PL MORRISTOWN TOWN, NJ"
   6,"US 202 and EAST PARK PL. MORRISTOWN TOWN, NJ"
   2,"US 202 and EAST PARK PLACE MORRISTOWN TOWN, NJ"
   2,"US 202 and ENTRANCE AVE MORRISTOWN TOWN, NJ"
   5,"US 202 and FARMHOUSE LANE MORRISTOWN TOWN, NJ"
   2,"US 202 and FIREHOUSE DRIVEWAY MORRISTOWN TOWN, NJ"
  42,"US 202 and FLAGLER ST MORRISTOWN TOWN, NJ"
   9,"US 202 and FLAGLER ST. MORRISTOWN TOWN, NJ"
   2,"US 202 and FLAGLER STREET MORRISTOWN TOWN, NJ"
   1,"US 202 and FREDERICK PLACE MORRISTOWN TOWN, NJ"
   6,"US 202 and FREDERICK ST MORRISTOWN TOWN, NJ"
   2,"US 202 and HAGLER STREET MORRISTOWN TOWN, NJ"
   3,"US 202 and HAMILTON RD MORRISTOWN TOWN, NJ"
  11,"US 202 and HENRY ST MORRISTOWN TOWN, NJ"
   6,"US 202 and KINNEY ST MORRISTOWN TOWN, NJ"
   1,"US 202 and KINNEY ST. MORRISTOWN TOWN, NJ"
   2,"US 202 and KINNEY STREET MORRISTOWN TOWN, NJ"
   4,"US 202 and LOGAN PL MORRISTOWN TOWN, NJ"
   2,"US 202 and LOGAN PLACE MORRIS TWP, NJ"
   2,"US 202 and MACCULLOCH AV MORRISTOWN TOWN, NJ"
   2,"US 202 and MACHULLOCH AVE MORRISTOWN TOWN, NJ"
   2,"US 202 and MAPLE AVE MORRISTOWN TOWN, NJ"
   9,"US 202 and MARKET ST MORRISTOWN TOWN, NJ"
   2,"US 202 and MARKET ST. MORRISTOWN TOWN, NJ"
   2,"US 202 and MARKET STREET MORRISTOWN TOWN, NJ"
   3,"US 202 and MAX DR MORRISTOWN TOWN, NJ"
   7,"US 202 and McCULLOCH AVE MORRISTOWN TOWN, NJ"
